"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY","GOBP_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY",192,0.579409083221045,1.54554926512567,9.34891190051468e-07,1.21659612688386e-05,8.66252592555958e-06,2781,"tags=29%, list=15%, signal=25%","TRAF3/TRAF1/CARD11/NLRC3/HCK/BTK/TRAF5/TRIM14/NOD2/NLRC5/ARRB2/RTKN2/MYD88/TRIM22/TNF/CD40LG/GFI1/IL18/TRIM38/CARD16/CYLD/HAVCR2/OTULIN/PYCARD/LTF/FOXP3/LGALS9/PRKCH/PRKD2/TLR4/IRAK1/TCF3/CARD9/AIM2/IL18RAP/IL18R1/TLR2/NLRC4/POU4F1/RB1/TRIM21/ESR2/NLRP3/ARRB1/KDM5A/ADORA3/USP7/ERBIN/RPS6KA4/UBE2N/TRIM25/IKBKB/ARID5B/TRIM26/CHUK/SYK"
"GOBP_DENDRITIC_CELL_MIGRATION","GOBP_DENDRITIC_CELL_MIGRATION",33,0.787228521528152,1.86860807335348,9.48286326842069e-07,1.2230838506576e-05,8.70872044660568e-06,1359,"tags=55%, list=7%, signal=51%","CCL19/SLAMF1/DOCK8/PIK3CG/SPI1/CXCR4/CCR5/CCR2/CCR7/TRPM2/LGALS9/SLAMF8/CCR6/CCR1/ALOX5/ASB2/CCL5/IL12A"
"GOBP_CHROMOSOME_LOCALIZATION","GOBP_CHROMOSOME_LOCALIZATION",122,0.628307761589652,1.65137264772264,9.45601115484945e-07,1.2230838506576e-05,8.70872044660568e-06,3666,"tags=48%, list=19%, signal=39%","SEPTIN1/ATM/CHMP7/ACTR3/EML4/KNTC1/IFFO1/NDC80/BUB3/RCC2/MAD1L1/NDE1/ACTR2/AURKB/SKA3/RACGAP1/CEP55/SPDL1/SKA1/KIFC1/SGO1/CDCA5/BIRC5/TTK/KIF14/DLGAP5/CENPF/KNL1/RB1/ECT2/INCENP/DSN1/KIF2C/NUF2/FAM83D/CDCA8/SPC25/CDK1/ZWILCH/SPC24/NEK2/CENPE/TTL/CDT1/ZNF207/ZWINT/KPNB1/CCNB1/NUP62/KIF18A/EML3/BECN1/KAT2B/APC/GEM/CENPQ/HNRNPU/NSL1/MIS12"
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS","GOBP_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS",376,0.534884749384019,1.44090006285814,9.8398467708729e-07,1.26520992739063e-05,9.00867063038331e-06,3561,"tags=31%, list=19%, signal=26%","PIK3R6/PTPN22/LAPTM5/TLR6/BIRC3/PTPRC/CD74/FLT3/RASSF5/STK4/LCP2/CD4/PIK3R5/PIK3CG/NOD2/AGAP2/RASSF2/CASS4/BANK1/PTPN1/RASGRP1/PTK2B/JAK2/CSF1R/TNF/ENPP2/IL18/SEMA4D/CCDC88A/MMP9/MALT1/MYCBP2/LTF/IFNG/TNFRSF10A/CD80/PARP14/TNFRSF18/MUSK/ABI1/CHFR/FBXW7/FANCM/IL12A/MAP2K1/UBE2C/NMI/CLSPN/C3/FANCI/EZH2/KIF14/RIPK2/TNK2/ECT2/TGFB1/TPX2/CBLB/PLK1/CDC20/RASSF1/TANK/CNOT9/IL21/DIP2A/CENPE/MMD/S1PR2/RAP2A/DERL1/DIP2B/FBH1/ARRB1/DCUN1D2/UNC119/ERN1/SKP2/HAMP/ZC3H12A/BIRC2/ATG7/SPRTN/UBE2N/LAT/CDKN2A/IGF1/STRADA/GNL3/RAP1A/ADAM17/PARP9/WDFY2/TNIP1/UBE2V1/MAP3K7/UBQLN1/LILRA5/IL15/CAB39/HLA-DRB1/UBE2S/XBP1/MAP4K2/CEP295/UBE2D1/UBA2/PELI1/TAOK3/BMI1/FAM20A/MARCHF7/NIBAN1/TAB2/PIM1/RAB3GAP2/DCUN1D5"
"GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION",56,0.731595080451822,1.83304968170089,9.96731075351944e-07,1.27765589535883e-05,9.09728962054017e-06,2585,"tags=45%, list=14%, signal=39%","IL2RG/PTPRC/SASH3/CD86/BTK/CD37/CD28/TNFRSF4/TBX21/MZB1/IL10/TNFSF4/HLA-E/CD40/IL4R/IL33/XCL1/STAT6/TGFB1/IL21/ATAD5/HMCES/C17orf99/TFRC/RIF1"
"GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY","GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY",44,0.759097232479161,1.85868393029179,1.04598059376378e-06,1.3366733600061e-05,9.51751150541274e-06,2652,"tags=61%, list=14%, signal=53%","HLA-DRA/NCKAP1L/PTPRC/LILRB1/FCGR2B/IL12RB1/HLA-F/CD1E/CD1C/P2RX7/TAP2/CD1D/HLA-E/IL7R/CD1B/B2M/IL12B/IL12A/HLA-B/XCL1/CD1A/KLRD1/IL23A/HLA-C/STX7/HLA-A/PPP3CB"
"GOBP_T_HELPER_CELL_LINEAGE_COMMITMENT","GOBP_T_HELPER_CELL_LINEAGE_COMMITMENT",28,0.814984982062461,1.89377967366788,1.05126113663742e-06,1.3393131178078e-05,9.53630736534444e-06,1798,"tags=57%, list=9%, signal=52%","IRF4/JAK3/SPN/CD69/LY9/IL12RB1/SLAMF6/BATF/TBX21/STAT5A/JAK1/IL6R/IL12B/LOXL3/STAT6/IL6ST"
"GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE","GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE",303,0.545573336583581,1.46590817961038,1.08698493648061e-06,1.38060342846896e-05,9.83030664634899e-06,3636,"tags=38%, list=19%, signal=31%","CD28/E2F7/TNF/STAT5A/IL10/LEF1/PLCG2/AIF1/BRCA2/SMC6/GEN1/NDC80/CDC7/TCF3/RCC2/MAD1L1/DBF4/NCAPG2/TERT/RRM2/AURKB/MAD2L1/SKA3/RACGAP1/CDC6/BUB1/FBXO5/SMC4/SKA1/UBE2C/NUSAP1/FEN1/NCAPG/CDCA5/PLK4/BIRC5/ESPL1/RAD51AP1/NCAPD2/EZH2/CXCR5/KIF14/DLGAP5/CEP120/WNK1/KNL1/SLF1/KIF20B/E2F8/MTBP/KIF23/STAT5B/IL1B/NCAPH/RB1/ECT2/INCENP/TGFB1/STIL/ARF6/DTL/TRIM21/POC1A/FAM83D/CDCA8/CDC20/CDK1/TTL/SASS6/ATAD5/AURKA/PRKCA/TP63/SMC2/SLF2/CHEK1/YTHDC2/LFNG/CIT/MACROH2A1/SMPD3/MED1/PLSCR1/CCNE2/CCNB1/NCAPD3/CCNE1/CHEK2/TPR/NUP62/HCFC1/IGF1/ADAM17/ASNS/RRM1/WNT10B/CDC25B/CDC25C/MAP3K7/BECN1/GPSM2/RAB11FIP4/KAT2B/CDC25A/CEP295/RAD18/SMC5/MDM2/SFPQ/LSM10/RANBP1/PIM1/CUL4B/HNRNPU/ANKRD17/TFDP1"
"GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY","GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY",42,0.757965216467926,1.84664721344437,1.12757303061544e-06,1.42780220229299e-05,1.01663759407273e-05,2585,"tags=55%, list=14%, signal=47%","CD226/PTPRC/BTK/CD28/FCER2/TNF/TBX21/TNFSF4/HLA-E/CD40/LTA/C3/XCL1/STAT6/TGFB1/FCER1G/ATAD5/HMCES/TREM2/C17orf99/FCGR1A/TFRC/RIF1"
"KEGG_TYPE_I_DIABETES_MELLITUS","KEGG_TYPE_I_DIABETES_MELLITUS",38,0.774922115077692,1.86869415980447,1.27433641332314e-06,1.60875318118309e-05,1.14548006786112e-05,1787,"tags=61%, list=9%, signal=55%","HLA-DRA/HLA-DOA/HLA-DMA/CD86/HLA-DPA1/HLA-F/HLA-DPB1/HLA-DMB/CD28/HLA-DOB/TNF/PRF1/HLA-E/IFNG/CD80/LTA/IL12B/FASLG/IL12A/HLA-B/IL1B/GZMB/FAS"
"GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY","GOBP_REGULATION_OF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY",127,0.626489767638231,1.64943087076986,1.28972575375007e-06,1.62326208160809e-05,1.15581083608449e-05,3311,"tags=34%, list=17%, signal=28%","PIK3R6/PTPN22/TLR6/FLT3/CD300A/PIK3R5/PIK3CG/PTPN1/RASGRP1/CDK5R1/LYN/TNF/UVRAG/BLM/PYCARD/LTF/IFNG/PRKCH/STK38/TRIB2/RGS14/CDKN3/CDC6/MAP2K1/EZH2/PKMYT1/CDK12/ERN1/MACROH2A1/CCNE2/CCNT1/CDKN2A/CDC25C/MAP3K7/CCNT2/CAB39/APOE/MAP4K2/CDC25A/APC/CDKN1B/LATS1/TAOK3"
"GOBP_PYROPTOTIC_INFLAMMATORY_RESPONSE","GOBP_PYROPTOTIC_INFLAMMATORY_RESPONSE",39,0.769448423816456,1.86088124502736,1.30593525997911e-06,1.6387127388774e-05,1.1668121631646e-05,2227,"tags=54%, list=12%, signal=48%","CASP3/ZBP1/CASP4/CASP1/CARD8/GZMA/CASP8/NLRP6/ZEB2/PYCARD/MEFV/AIM2/GBP2/NLRP1/GBP5/NLRC4/GZMB/DPP9/TRIM21/NLRP3/TREM2"
"GOBP_REGULATION_OF_T_CELL_MIGRATION","GOBP_REGULATION_OF_T_CELL_MIGRATION",50,0.733760867431758,1.82081297610563,1.45241025174373e-06,1.81703937200132e-05,1.29378602478705e-05,2648,"tags=56%, list=14%, signal=48%","ADAM8/CD200R1/DOCK8/SPN/ITGA4/IL27RA/CORO1A/CD69/CXCL13/RIPOR2/TNFSF14/CCR2/AIF1/PYCARD/LRCH1/LGALS9/CCR6/CCL5/XCL1/AIRE/WNK1/TNFRSF14/CXCL10/SPNS2/ASCL2/STK39/CXCL12/ADAM17"
"GOBP_MACROPHAGE_CYTOKINE_PRODUCTION","GOBP_MACROPHAGE_CYTOKINE_PRODUCTION",38,0.772997991727238,1.86405421212743,1.46596257433161e-06,1.82850301936092e-05,1.30194848234052e-05,1745,"tags=39%, list=9%, signal=36%","TLR7/LAPTM5/LILRB1/CD74/SEMA7A/MYD88/P2RX7/PLCG2/UBE2J1/ACP5/PYCARD/TLR4/CARD9/RIPK2/TGFB1"
"GOBP_MEIOTIC_CHROMOSOME_SEGREGATION","GOBP_MEIOTIC_CHROMOSOME_SEGREGATION",83,0.672223091922026,1.73646107162901,1.47720725857718e-06,1.83702848932315e-05,1.30801887028138e-05,2452,"tags=41%, list=13%, signal=36%","SEPTIN1/ATM/ACTR3/FANCD2/NDC80/ACTR2/CHFR/SKA3/FBXO5/SMC4/SKA1/SGO1/ESPL1/TTK/TRIP13/STAG3/ASPM/KNL1/NCAPH/NUF2/PLK1/BRIP1/CCNB2/MND1/AURKA/SMC2/DMC1/AGO4/ZWINT/NDC1/MRE11/REC8/CCNE2/CCNE1"
"HALLMARK_MITOTIC_SPINDLE","HALLMARK_MITOTIC_SPINDLE",197,0.579393229371079,1.54613911136463,1.50050801800479e-06,1.86045131041903e-05,1.3246966148927e-05,2861,"tags=36%, list=15%, signal=30%","ARHGAP4/PREX1/DOCK2/MYO9B/NIN/ARHGAP27/EPB41/RASA2/CNTRL/TUBA4A/KIF15/CCDC88A/MARCKS/KNTC1/BRCA2/RAPGEF6/NDC80/SUN2/LMNB1/SEPTIN9/ABI1/PIF1/CLIP2/RACGAP1/BUB1/FBXO5/SMC4/SSH2/NUSAP1/TOP2A/BIRC5/ESPL1/TTK/RICTOR/KIF4A/DLGAP5/CENPF/MYO1E/ANLN/KIF20B/CKAP5/SMC3/KIF23/SMC1A/ECT2/INCENP/TPX2/CEP250/ABR/KIF2C/ARF6/PLK1/ARHGEF3/SOS1/CDK1/KIF11/CCNB2/ROCK1/NEK2/CENPE/SASS6/AURKA/TUBGCP3/PRC1/RANBP9/TRIO/PLEKHG2/STK38L/PCNT/TIAM1"
"GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION","GOBP_PHOSPHATIDYLINOSITOL_3_KINASE_PROTEIN_KINASE_B_SIGNAL_TRANSDUCTION",310,0.541497172870293,1.45521906969649,1.54915938150589e-06,1.91507358556484e-05,1.36358929785525e-05,3300,"tags=26%, list=17%, signal=22%","CCL19/PPP1R16B/ADAM8/HCLS1/BTN2A2/VAV1/FLT3/PTPN6/NLRC3/PIK3R5/PIK3CD/PIK3CG/CASS4/CD28/BANK1/PIP5K1B/ARRB2/PTPN1/RUBCN/PIK3AP1/RASGRP1/PTK2B/JAK2/ADRA2A/CSF1R/TNF/CCR7/IL18/CD19/PDE3B/SEMA4D/CCDC88A/CCL3/PRR5L/CBL/FGR/CD40/SH2B3/P2RY12/TNFSF11/HCST/WNT16/MFHAS1/AIM2/OSBPL8/SERPINE2/WDR91/CCL5/CEP55/IL26/RICTOR/SELP/SEMA5A/PIK3C2B/IL1B/TGFB1/PIK3CA/CX3CR1/LTK/PRKCA/GATA3/TREM2/SMPD3/FCGR3A/HGF/HPSE/IGF1/ADAM17/GRM2/KBTBD2/INPP5F/CD160/BECN1/MTM1/MTOR/XBP1/GCNT2/MERTK/CCL21/PIK3IP1"
"GOBP_MOTILE_CILIUM_ASSEMBLY","GOBP_MOTILE_CILIUM_ASSEMBLY",75,-0.545785081821208,-2.06381384917265,1.60050117475251e-06,1.97268872604111e-05,1.40461298986377e-05,2533,"tags=39%, list=13%, signal=34%","CFAP57/SPEF2/BBS2/LRRC46/CFAP221/CCDC146/CFAP65/MCIDAS/INTU/SPAG16/CFAP206/RSPH6A/CFAP69/BBS4/CFAP53/CCDC40/MKS1/ZMYND12/TTLL5/DNALI1/IFT81/ENKD1/TTLL1/SPATA6/DNAAF3/CC2D2A/DNAAF1/BBOF1/BBS5"
"GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY","GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",54,0.722344245801463,1.80560858998706,1.64419854558168e-06,2.02056965808062e-05,1.43870563622083e-05,3621,"tags=56%, list=19%, signal=45%","RAC2/CD300A/ITGAM/FCGR2B/UNC13D/CD84/ITGB2/CAMK4/BTK/SPI1/LYN/CCR2/HLA-E/FGR/STAP1/IL4R/LGALS9/ADGRE2/TYROBP/C3/FCER1G/CX3CR1/FCGR1A/DNASE1/SYK/PRAM1/ARG1/DDX21/GAB2/DNASE1L3"
"GOBP_T_HELPER_17_CELL_DIFFERENTIATION","GOBP_T_HELPER_17_CELL_DIFFERENTIATION",39,0.766284742287497,1.85323000364424,1.64909526966571e-06,2.02062673336098e-05,1.4387462755164e-05,2527,"tags=56%, list=13%, signal=49%","IRF4/JAK3/CD69/LY9/IL12RB1/SLAMF6/BATF/TBX21/STAT5A/JAK1/IL6R/MALT1/FOXP3/IL12B/LOXL3/RC3H2/IL6ST/ENTPD7/ASCL2/IL23A/ZC3H12A/NFKBID"
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION","GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION",24,0.841037239215485,1.91179595829716,1.65769197736655e-06,2.02520374712875e-05,1.44200524532148e-05,1595,"tags=50%, list=8%, signal=46%","TLR7/LAPTM5/LILRB1/CD74/SEMA7A/MYD88/P2RX7/PLCG2/PYCARD/TLR4/CARD9/RIPK2"
"GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE","GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE",44,0.75605015606543,1.85122302578279,1.66790131316767e-06,2.03171838323289e-05,1.44664385980501e-05,2616,"tags=43%, list=14%, signal=37%","ADAM8/SPN/FCGR2B/BTK/PIK3CG/FUT7/PLA2G2D/TNF/CCR7/HLA-E/TNFSF11/C3/IL1B/IL6ST/PTGES/FCER1G/NLRP3/FCGR1A/DNASE1"
"GOBP_LYMPHOCYTE_CHEMOTAXIS","GOBP_LYMPHOCYTE_CHEMOTAXIS",39,0.765900292257338,1.85230022611968,1.70628869896836e-06,2.07241945186653e-05,1.47562423007299e-05,3504,"tags=64%, list=18%, signal=52%","ADAM8/PIK3CD/PIK3CG/CXCL13/TNFSF14/CXCR3/PTK2B/CCR2/CCL3/CCL4/CCL5/XCL1/WNK1/PADI2/CXCL10/CKLF/CXCL11/STK39/CXCL12/ADAM17/CH25H/PLEC/GPR183/CCL21/CXCL16"
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",94,0.656067107457843,1.70632073407179,1.71424788591533e-06,2.07603392230328e-05,1.47819784042516e-05,2648,"tags=37%, list=14%, signal=32%","CCL19/NCKAP1L/GPSM3/SLAMF1/RAC2/CD74/SPI1/CXCL13/RIPOR2/TNFSF14/PTK2B/CCR2/CSF1R/CCR7/CCL3/IL6R/AIF1/C3AR1/LGALS9/CCL4/CCR6/CCR1/CCL5/IL12A/C5AR1/XCL1/WNK1/CX3CR1/SWAP70/CSF1/CXCL10/IL23A/STK39/CXCL12/ADAM17"
"KEGG_AUTOIMMUNE_THYROID_DISEASE","KEGG_AUTOIMMUNE_THYROID_DISEASE",33,0.778411134514047,1.84767864802161,1.94503402666548e-06,2.34869905944591e-05,1.67234352010475e-05,1787,"tags=64%, list=9%, signal=58%","HLA-DRA/HLA-DOA/HLA-DMA/CTLA4/CD86/HLA-DPA1/HLA-F/HLA-DPB1/HLA-DMB/CD28/HLA-DOB/CD40LG/IL10/PRF1/HLA-E/CD40/CD80/FASLG/HLA-B/GZMB/FAS"
"GOBP_CILIUM_MOVEMENT","GOBP_CILIUM_MOVEMENT",194,-0.375566730710493,-1.53825889573914,2.01807092880346e-06,2.42284826783724e-05,1.72513995976586e-05,2680,"tags=30%, list=14%, signal=26%","SPAG8/DYNC2H1/QRICH2/CFAP57/VANGL1/SPEF2/LRRC23/RIBC1/BBS2/LRRC46/TEKT2/TACR3/TMEM232/KIAA0319L/CFAP298/CFAP221/CCDC146/TEKT3/CFAP65/NPHP3/SPEF1/SPAG16/CFAP206/EFHC1/KIF9/RSPH6A/SORD/MKKS/PACRG/DNAAF4/CFAP69/BBS4/CFAP53/CCDC40/NME7/ZMYND12/TEKT4/TTLL5/LZTFL1/DNALI1/DNAH14/IFT81/CAMSAP3/STK36/TTLL1/DNAAF3/NPHP4/DNAAF1/DPCD/TLE6/EFCAB6/SPA17/SPACA9/BBOF1/CFAP46/CELSR2/NME5/GAS8"
"GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY","GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY",315,0.537445901193141,1.44469601150867,2.01268491557616e-06,2.42284826783724e-05,1.72513995976586e-05,3724,"tags=31%, list=20%, signal=26%","DOCK10/PIK3R6/TLR6/DOCK8/PTPRC/RASGRP2/CD74/FLT3/LCP2/CD4/PIK3R5/PIK3CG/AGAP2/RASSF2/CASS4/SH3BP1/PTPN1/RASGRP1/PTK2B/JAK2/CSF1R/TNF/RAPGEF1/SEMA4D/CCDC88A/GCH1/RGS1/LTF/CR1/IFNG/RAPGEF6/TMSB4X/TNFRSF10A/RGS10/SRGAP2/GIPR/ABI1/RHOG/MAP2K1/UBE2C/CLSPN/CAP1/EZH2/USP6NL/KIF14/LIMS1/ARHGAP11A/ECT2/TPX2/ABR/PLK1/RFC3/PLAAT4/RFC4/CDC20/TANK/DSCC1/CENPE/MMD/RIC1/DOCK11/UNC119/ERN1/PLSCR1/ADORA3/VSIR/LAT/IGF1/STRADA/RAP1A/ADAM17/PCNA/MAP3K7/TIAM1/RFC5/LILRA5/TIGAR/CAB39/HLA-DRB1/XRCC4/UBE2S/ARAP1/MAP4K2/POLG2/GBA3/MTMR9/TAOK3/BMI1/CORO1C/APC2/TAB2/RFC2/PIM1/HNRNPU/MBP/TMIGD3/TRAF2/ESR1/ARHGEF7"
"GOBP_MEIOTIC_CELL_CYCLE","GOBP_MEIOTIC_CELL_CYCLE",253,0.553957088234963,1.48519963532512,2.08253448412721e-06,2.49305708645803e-05,1.7751307248247e-05,3603,"tags=36%, list=19%, signal=29%","SEPTIN1/ATM/NPPC/HSF5/ACTR3/FANCD2/BRCA2/NDC80/BUB3/EXO1/SUN2/PIWIL4/ACTR2/EME1/CHFR/FANCM/SKA3/SGO2/FBXO5/SMC4/SKA1/FANCA/SGO1/RAD51/PSMA8/ZNF318/TOP2A/ESPL1/RAD51AP1/NCAPD2/TTK/TRIP13/STAG3/ASPM/MEI1/KNL1/MYBL1/SMC3/SMC1A/NCAPH/SLX4/INCENP/PKMYT1/NUF2/PLK1/CKS2/CDC20/BRIP1/ANKLE1/CCNB2/CDK2/NEK2/XRCC2/MND1/AURKA/SMC2/DMC1/ANAPC1/AGO4/FBXO43/ZWINT/NDC1/YTHDC2/LFNG/MRE11/REC8/TUBGCP3/H2AX/CCNE2/NCAPD3/TDRD1/CCNE1/CDC25B/KIF18A/CDC25C/UBR2/MYH9/RAD54L/CDC25A/HORMAD1/MSH6/NSUN2/MARF1/FIGNL1/BOLL/TOP3A/MSH5/SIRT7/NBN/ERCC4"
"GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY","GOBP_CELL_SURFACE_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY",76,0.684488029491687,1.75816280225234,2.09460016508072e-06,2.50031641482128e-05,1.78029958232468e-05,3050,"tags=47%, list=16%, signal=40%","TNFAIP3/TRAF3/TLR1/PTPN22/TLR6/SCIMP/PIK3AP1/CLEC7A/LYN/MYD88/LY96/LTF/LGALS9/IRAK4/TLR4/IRAK1/MFHAS1/TLR2/TBK1/FCN1/NMI/TNIP3/RIPK2/CD14/CYBA/IRAK2/TLR5/TREM2/LILRA2/CHUK/SYK/MAP3K7/WDFY1/HMGB1/LBP/NR1H3"
"GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL","GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL",22,0.843206881650613,1.89046478838641,2.12126718077209e-06,2.51772053421554e-05,1.79269183248336e-05,1891,"tags=50%, list=10%, signal=45%","ITGA4/ITGB2/ETS1/FUT7/CCR2/TNF/FUT4/IRAK1/ALOX5/SELP/CHST4"
"GOBP_BONE_REMODELING","GOBP_BONE_REMODELING",81,0.66514195941445,1.71599296741314,2.12113124415641e-06,2.51772053421554e-05,1.79269183248336e-05,2110,"tags=32%, list=11%, signal=29%","TNFAIP3/ADAM8/RAC2/INPP5D/RASSF2/LRRK1/IL7/PTK2B/CSK/CSF1R/UBASH3B/P2RX7/CD38/ACP5/SNX10/TNFSF11/GPR55/WNT16/SPP1/ADRB2/TCIRG1/RUFY4/GREM1/TMEM119/TPP1/PRKCA"
"GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION","GOBP_REGULATION_OF_MACROPHAGE_ACTIVATION",53,0.718639082362633,1.793570640311,2.23843896954751e-06,2.64924339407242e-05,1.8863400168017e-05,3050,"tags=42%, list=16%, signal=35%","CST7/TLR6/PTPRC/CD74/FCGR2B/MCUB/IL10/CCL3/HAVCR2/MYO18A/SYT11/STAP1/IL4R/TLR4/MFHAS1/IL33/FAM76B/TREM2/ZC3H12A/VSIG4/LBP/NR1H3"
"GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE","GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE",189,0.583418714236773,1.55554738755819,2.29342289592973e-06,2.7066288341199e-05,1.92720015527955e-05,3781,"tags=37%, list=20%, signal=30%","CD74/PYHIN1/ATM/BATF/LYN/E2F7/RBM38/SP100/FOXN3/PMAIP1/DGKZ/BLM/FANCD2/BRCA2/TOPBP1/GRB2/STK38/WNT1/EME1/GTSE1/PPP2R5C/RAD51/FOXM1/CLSPN/ATR/MDM4/USP28/CASP2/BARD1/RFWD3/RINT1/PLK1/DTL/CD44/BRIP1/CDK1/CDK2/WDR76/TP53/TICRR/DTX3L/E2F1/ATAD5/CHEK1/PRKDC/MRE11/H2AX/CHEK2/CDKN2A/FBXO6/PARP9/RAD17/CDKN1B/DONSON/RNASEH2B/TAOK3/BCL3/MDM2/MAP2K6/GNB1L/RAD9B/USP10/MARCHF7/CDC5L/TIPIN/NBN/BRCA1/DYRK1A/TAOK1"
"GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION","GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION",31,0.800742252131294,1.88870979081064,2.47339058122933e-06,2.91077546932242e-05,2.0725586256034e-05,2392,"tags=65%, list=13%, signal=56%","MAD1L1/NCAPG2/AURKB/SKA3/SMC4/SKA1/UBE2C/NCAPG/BIRC5/ESPL1/NCAPD2/DLGAP5/NCAPH/RB1/INCENP/CDCA8/CDC20/SMC2/PLSCR1/NCAPD3"
"GOBP_FATTY_ACID_CATABOLIC_PROCESS","GOBP_FATTY_ACID_CATABOLIC_PROCESS",100,-0.473620240969421,-1.86263640014446,2.53232476485108e-06,2.97173661137172e-05,2.11596477015577e-05,3239,"tags=38%, list=17%, signal=32%","ACADVL/HACL1/LONP2/ETFB/HSD17B10/ACAD10/ETFBKMT/SLC27A4/ABHD1/PCCB/ACACB/ECHS1/PLIN5/ACAT1/SCP2/HADH/ACAA2/ECI1/ECI2/HSD17B4/CROT/ACOX1/PPARD/MCAT/PEX7/ACADS/PHYH/PCCA/BDH2/ILVBL/LPIN3/AKT2/IVD/ECHDC2/CRAT/FAAH/ACOX2/AIG1"
"GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS","GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS",67,0.684388925935697,1.74124245806755,2.58671260241962e-06,3.02703502856184e-05,2.15533888634491e-05,3207,"tags=49%, list=17%, signal=41%","PTPRC/IL27RA/CD28/BATF/CD40LG/TBX21/IL10/TNFSF4/CD40/FOXP3/SAMHD1/EXO1/TCF3/CCR6/POLQ/BCL6/STAT6/TGFB1/SLC15A4/SWAP70/ATAD5/HMCES/PRKDC/AICDA/LIG4/TFRC/RIF1/CYREN/XRCC4/MSH6/IL2/POLB/RNF168"
"GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION","GOBP_POSITIVE_REGULATION_OF_PHOSPHORYLATION",257,0.559853598776054,1.5010634376703,2.63353971711278e-06,3.07320068949352e-05,2.18821020870524e-05,3106,"tags=28%, list=16%, signal=23%","PIK3R6/TLR6/PTPRC/CD74/FLT3/STK4/LCP2/CD4/PIK3R5/PIK3CG/AGAP2/RASSF2/CASS4/BANK1/PTPN1/RASGRP1/PTK2B/JAK2/LYN/CSF1R/TNF/ENPP2/IL18/SEMA4D/CCDC88A/MMP9/LTF/IFNG/TNFRSF10A/CD80/PARP14/TNFRSF18/MUSK/ABI1/IL12A/MAP2K1/CLSPN/C3/EZH2/KIF14/RIPK2/TNK2/ECT2/TGFB1/TPX2/KCTD20/CNOT9/IL21/CENPE/MMD/S1PR2/RAP2A/FBH1/ARRB1/UNC119/ERN1/LAT/IGF1/STRADA/RAP1A/ADAM17/PARP9/WDFY2/MAP3K7/LILRA5/IL15/TIGAR/CAB39/HLA-DRB1/XBP1/MAP4K2"
