"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION","GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION",217,0.648742262162395,1.73443433636828,1e-10,2.67051282051282e-09,1.90148448043185e-09,2717,"tags=36%, list=14%, signal=31%","CCL19/NCKAP1L/ADAM8/GPSM3/SLAMF1/STK10/RAC2/CD200R1/DOCK8/SPN/ITGA4/CD74/CD300A/IL27RA/CORO1A/CD69/SPI1/CXCL13/FUT7/RIPOR2/TNFSF14/CXCR3/PTK2B/LYN/MYD88/ADA/PTGER4/CCR2/CSF1R/TNF/CCR7/RIN3/CCL3/IL6R/AIF1/PYCARD/FUT4/P2RY12/LRCH1/STAP1/C3AR1/LGALS9/SLAMF8/CCL4/CCR6/TNFRSF18/GPR18/GCSAM/CCR1/CCL5/IL12A/IL33/C5AR1/XCL1/AIRE/WNK1/PADI2/SELP/GREM1/TGFB1/TNFRSF14/CHST4/CX3CR1/SWAP70/CSF1/CXCL10/EMILIN1/SPNS2/TREM2/ASCL2/IL23A/SMPD3/STK39/MADCAM1/CXCL12/ADAM17/TACR1/C5"
"GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION","GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION",235,0.647689251035483,1.73328630182337,1e-10,2.67051282051282e-09,1.90148448043185e-09,4448,"tags=53%, list=23%, signal=41%","ATM/DPF3/HASPIN/KNTC1/DCP2/SMC6/GEN1/NDC80/BUB3/MAD1L1/PARP1/TACC3/NCAPG2/XRN1/PIF1/CHFR/AURKB/RNF4/MAD2L1/SKA3/CDC6/BUB1/NEK6/FBXO5/SMC4/SPDL1/SKA1/CTC1/UBE2C/FEN1/NCAPG/BIRC5/ESPL1/NCAPD2/ATR/TTK/TRIP13/DLGAP5/BUB1B/CENPF/KNL1/SLF1/NCAPH/SLX4/RB1/INCENP/NUF2/PLK1/CDCA8/CDC20/SPC25/CDK1/ZWILCH/CDK2/SPC24/TP53/NEK2/CENPE/SMG1/SMC2/ANAPC1/ZNF207/SLF2/ZWINT/MRE11/MACROH2A1/CCT8/WAPL/USP7/CCNB1/NCAPD3/EXOSC10/TPR/LIG4/NSMCE4A/GNL3/CTCF/INO80D/ARID2/ACTR5/BECN1/RMI2/TCP1/PBRM1/EID3/KAT2B/APC/MCPH1/CCT6A/SMC5/UCHL5/SFPQ/TERF2/HNRNPA1/HNRNPU/NBN/NAT10/ERCC4/HNRNPA2B1/PKIB/ARID1A/TNKS2/NVL/CUL3/HNRNPD/DPF1/BCL7A/HNRNPC/TINF2/CCT5/ACTL6A/RAD21/SMARCA5/NEK7/SMARCD2/RUVBL1/DYNC1LI1/SMARCB1/ANAPC4/TENT4B/BAZ1B/MAD2L2/CCT2/RAD50/SIRT1"
"GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION","GOBP_POSITIVE_REGULATION_OF_CELL_ADHESION",472,0.640886776523939,1.73202578899087,1e-10,2.67051282051282e-09,1.90148448043185e-09,3082,"tags=38%, list=16%, signal=33%","GPR65/CCL19/RUNX3/IL2RG/PIK3R6/SKAP1/HLA-DRA/NCKAP1L/ICOS/ADAM8/RASAL3/SLAMF1/CD5/APBB1IP/LCK/BTN2A2/HLA-DOA/CCDC88B/CD6/DOCK8/SPN/PTPRC/LILRB1/HLA-DMA/VAV1/CD3E/ADAM19/PREX1/ITGA4/CARD11/SASH3/CD74/STK4/PTPN6/ZAP70/CORO1A/CD86/CD4/TESPA1/UNC13D/HLA-DPA1/IL12RB1/VCAM1/ITGB2/PIK3CD/ATM/NOD2/RHOH/CASS4/HLA-DPB1/HLA-DMB/CD28/FCHO1/IL2RA/CXCL13/EBI3/ETS1/FUT7/HLA-DOB/TNFRSF13C/CD27/TNFSF14/IL4I1/RASGRP1/IL7/PTK2B/ITPKB/JAK2/LYN/ADA/CSK/CD83/CCR2/SIRPG/TNF/TMIGD2/CCR7/CD40LG/STAT5A/IL18/IL10/LEF1/JAK1/TNFSF4/CYLD/PDCD1LG2/CD1D/HAVCR2/HLA-E/ARPC2/IL6R/AIF1/MALT1/PYCARD/FUT4/P2RY12/CR1/FOXP3/TNFSF11/MAP3K8/IL4R/LGALS9/IFNG/IL7R/PRKD2/IRAK1/CD80/TNFRSF18/VNN1/B2M/IL12B/ALOX5/CCL5/BCL6/LILRB4/IL12A/FLOT2/CD274/PLEKHA2/SIRPB1/CBFB/HLA-DQB2/CDK6/XCL1/SOCS1/RIPK2/SELP/LIMS1/ALOX15/TNFSF13B/LILRB2/TYK2/STAT5B/IL1B/TGFB1/SIRPA/IL6ST/TNFRSF14/MAP4K4/CD44/CHST4/ROCK1/IL21/CSF1/CD70/EMILIN1/PRKCA/NLRP3/GATA3/NR5A2/FBXO38/SERPINF2/IL23A/CD209/DISC1/VSIR/NFKBID/TFRC/DUSP10/HLA-A/IGF1/CXCL12/WNT10B/ZBTB1/HAS2/SYK/ARID2/LGALS8/CD160/ICOSLG/HMGB1/IL15/CRKL/RELL2/HLA-DRB1/MTOR/PBRM1/BTNL2/XBP1"
"GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE","GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE",499,0.639672056911227,1.72934012674991,1e-10,2.67051282051282e-09,1.90148448043185e-09,3339,"tags=41%, list=18%, signal=34%","TNFAIP3/IRF4/TRAF3/NCR3/TLR1/PTPN22/ADAM8/GPSM3/TLR7/CD226/TLR6/BIRC3/VAV1/TIFAB/SH2D1A/CD300A/CLNK/CASP3/NLRC3/ZBP1/HCK/PYHIN1/CASP4/HLA-F/SLAMF6/LGALS2/IL16/BTK/PIK3CG/SCIMP/NOD2/CASP1/SPI1/TRAF3IP3/CD28/NLRC5/ARRB2/ETS1/CRTAM/PIK3AP1/CARD8/RASGRP1/CLEC7A/CTSS/LYN/MYD88/IFI16/SLC15A3/MEF2C/PTGER4/LY96/CCR2/TLR10/FCRL3/TNF/CCR7/P2RX7/STAT5A/GFI1/IL18/PLCG2/NLRP6/TNFSF4/CYLD/CCL3/CD1D/HAVCR2/HLA-E/USP15/IRF1/OTULIN/CGAS/PYCARD/KCNK6/LTF/MNDA/STAP1/TNFSF11/MAP3K8/IRF5/LGALS9/IFNG/LILRA4/IRAK4/WASHC4/TLR4/IRAK1/ZC3HAV1/MFHAS1/MEFV/CARD9/AIM2/GBP2/IL18RAP/NKG7/LAG3/PARP1/LTA/IL12B/OGT/TLR8/LACC1/TYROBP/RNF34/PAK2/AURKB/NLRP1/TLR2/GBP5/CCL5/TBK1/NLRC4/FCN1/IL12A/FLOT2/IL33/NMI/CD274/TNIP3/C3/RIPK2/IFIH1/IDO1/HMGB2/STAT5B/IL1B/TXK/KLRC4/CD300LF/RPS6KA3/TGFB1/CD14/IL6ST/CYBA/IKBKE/FCER1G/IL17RA/IL21/OTUD4/SLC15A4/SLC46A2/EMILIN1/IRAK2/SH2D1B/RFTN1/TLR5/ALPK1/AKIRIN2/KLRD1/NLRP3/PRKDC/RASGRP4/TREM2/KLRC2/MMP12/OASL/IL23A/LILRA2/MED1/PLSCR1/IRF7/ERBIN/LRCH4/UNC93B1/OPTN/FCGR1A/BIRC2/TRIM25/IKBKB/DDX60/PARP9/RNF125/CHUK/SEC14L1/TNIP1/SYK/TRIM11/CD160/KIR2DL4/MAP3K7/WDFY1/BECN1/HMGB1/UBQLN1/DHX58/AP1G1/LILRA5/IL15/IRAK3/LBP/NR1H3/IL2/STING1/OSMR/CASP5/CD47/ABHD17A/PELI1/TRIM62/LATS1/ARG1/ITCH/MAP2K6"
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS","GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS",398,0.639037303939836,1.72291546378146,1e-10,2.67051282051282e-09,1.90148448043185e-09,3372,"tags=43%, list=18%, signal=36%","TNFAIP3/IRF4/TRAF3/NCR3/TLR1/PTPN22/ADAM8/TLR7/CD226/TLR6/BIRC3/VAV1/TIFAB/SH2D1A/CD300A/CLNK/LY86/NLRC3/ZBP1/HCK/PYHIN1/HLA-F/SLAMF6/BTK/SCIMP/NOD2/CASP1/SPI1/TRAF3IP3/NLRC5/ARRB2/CRTAM/PIK3AP1/CARD8/RASGRP1/CLEC7A/CTSS/LYN/MYD88/IFI16/SLC15A3/LY96/TLR10/FCRL3/TNF/CD180/P2RX7/STAT5A/GFI1/PLCG2/NLRP6/CYLD/CD1D/HAVCR2/HLA-E/USP15/IRF1/OTULIN/CGAS/PYCARD/KCNK6/LTF/MNDA/IRF5/LGALS9/LILRA4/IRAK4/WASHC4/TLR4/IRAK1/ZC3HAV1/MFHAS1/MEFV/CARD9/AIM2/GBP2/IL18RAP/LAG3/PARP1/IL12B/OGT/TLR8/LACC1/TYROBP/RNF34/PAK2/AURKB/NLRP1/TLR2/GBP5/CCL5/TBK1/NLRC4/FCN1/IL12A/FLOT2/NMI/CD274/TNIP3/RIPK2/IFIH1/HMGB2/STAT5B/TXK/KLRC4/CD300LF/RPS6KA3/CD14/CYBA/IKBKE/IL21/OTUD4/SLC15A4/SLC46A2/EMILIN1/IRAK2/SH2D1B/RFTN1/TLR5/PRKCA/ALPK1/AKIRIN2/KLRD1/NLRP3/PRKDC/RASGRP4/TREM2/FBXO38/KLRC2/MMP12/OASL/LILRA2/MED1/PLSCR1/IRF7/ERBIN/LRCH4/UNC93B1/BIRC2/TRIM25/IKBKB/DDX60/PARP9/RNF125/CHUK/SEC14L1/TNIP1/SYK/TRIM11/CD160/KIR2DL4/MAP3K7/WDFY1/BECN1/HMGB1/UBQLN1/DHX58/AP1G1/IRAK3/LBP/HLA-DRB1/NR1H3/STING1/ABHD17A/PELI1/TRIM62/LATS1/ARG1/ITCH/MAP2K6/IFI35/BMP6"
"GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION","GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION",285,0.640920262050056,1.72104585774547,1e-10,2.67051282051282e-09,1.90148448043185e-09,2663,"tags=36%, list=14%, signal=31%","RUNX3/PTPN22/LAPTM5/BTN2A2/PTPRO/JAK3/SPN/PTPRC/LILRB1/CTLA4/TNFAIP8L2/SIPA1/AKNA/CD74/TIGIT/CD300A/CASP3/PTPN6/TSPAN32/CD86/CD69/LAX1/CD37/SPI1/IL2RA/PTPN1/CRTAM/RIPOR2/LPXN/DUSP22/IL4I1/PLA2G2D/JAK2/BTLA/CSK/PDCD1/ADAMDEC1/UBASH3B/TBX21/STAT5A/IL10/PDE3B/SEMA4D/TNFSF4/PDCD1LG2/HAVCR2/HLA-E/IRF1/SH2B3/CR1/FOXP3/IL4R/PTPN2/LGALS9/TMEM131L/PAG1/RCC2/MAD1L1/CD80/WNT1/LAG3/SERPINE2/PLXNC1/TNC/BCL6/TNR/ILDR2/LILRB4/LOXL3/MAP2K1/CD274/CBFB/XCL1/SOCS1/WNK1/SEMA5A/RC3H2/LILRB2/IDO1/NOTCH1/TGFB1/ADORA2A/CBLB/TNFRSF14/MAP4K4/LGALS9B/FXYD5/DTX1/SWAP70/CLEC4G/CLASP2/TGFBI/LGALS9C/ASCL2/MMP12/CASK/ZC3H12A/FGL2/VSIR/CDKN2A/CXCL12/VSIG4"
"GOBP_CELL_CHEMOTAXIS","GOBP_CELL_CHEMOTAXIS",284,0.636070466987006,1.70805701306372,1e-10,2.67051282051282e-09,1.90148448043185e-09,2834,"tags=35%, list=15%, signal=30%","CCL19/BIN2/NCKAP1L/ADAM8/GPSM3/SLAMF1/JAML/RAC2/PTPRO/VAV1/CCR4/PREX1/CD74/CORO1A/VCAM1/IL16/ITGB2/PIK3CD/PIK3CG/SPI1/CXCR4/ARRB2/CXCL13/RIPOR2/TNFSF14/CXCR3/CCR5/PTK2B/LYN/CCR2/CSF1R/CCR7/CNR2/RIN3/IL10/LEF1/CCL3/IL6R/AIF1/CCRL2/TRPM2/STAP1/TNFSF11/C3AR1/LGALS9/SLAMF8/CSF3R/PRKD2/ADGRE2/XCR1/TMSB4X/CCL4/CCR6/GPR18/CCR1/LYST/ALOX5/PDE4B/CXCR6/PIKFYVE/CCL22/CCL5/IL12A/RHOG/FOLR2/CCR9/C5AR1/XCL1/CXCR5/XCL2/WNK1/PADI2/SEMA5A/CCL4L2/GREM1/HMGB2/IL1B/CXCL9/NOTCH1/FCER1G/IL17RA/CX3CR1/DPEP1/SWAP70/CSF1/CXCL10/CKLF/IL23A/CXCL11/CCL18/HGF/STK39/CXCL12/ADAM17/CH25H/C5/PLEC/SYK/CCR3"
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS","GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",361,0.633050845080723,1.7044674713608,1e-10,2.67051282051282e-09,1.90148448043185e-09,3050,"tags=35%, list=16%, signal=30%","IL10RA/TNFAIP3/CST7/RHBDF2/PTPRO/CD200R1/SIGLEC10/SPN/PTPRC/LILRB1/SERPINB9/TNFAIP8L2/INPP5D/TIGIT/PTPN6/FCGR2B/NLRC3/HCK/AOAH/TNFRSF1B/HLA-F/CD96/MICB/NLRC5/IL2RA/ARRB2/CXCL13/CARD8/GP1BA/LYN/ADA/IFI16/PTGER4/UBASH3B/TNF/ELF4/RIN3/TRIM38/CARD16/IL10/NLRP6/ACP5/CYLD/HAVCR2/HLA-E/FGR/USP15/AIF1/OTULIN/SH2B3/NFKB1/LTF/CR1/SYT11/STAP1/FOXP3/PTPN2/LGALS9/SAMHD1/SLAMF8/GRB2/ROBO2/DDX39A/TMSB4X/MFHAS1/MEFV/PARP14/GPR18/PARP1/SERPINE2/TRAFD1/IL12B/ALOX5/SPP1/GPR31/IL22RA2/AURKB/TNR/IL33/HLA-B/NMI/PADI2/SEMA5A/GREM1/RB1/ROBO1/NOTCH1/TGFB1/SIRPA/ADORA2A/ADAR/TRIM21/CLASP2/PBK/STAT2/FAM76B/KLRD1/NLRP3/GATA3/NR5A2/TREM2/CLEC12A/USF1/SERPINF2/MMP12/CLEC12B/CASK/LILRA2/FGL2/HGF/DUSP10/HLA-A/IGF1/VSIG4/ATG12/C5/SYK/NLRP4/INPP5F/KIR2DL4/LYAR/DHX58/IRAK3/APOE/GRIN3A/HLA-DRB1/NR1H3"
"HALLMARK_IL2_STAT5_SIGNALING","HALLMARK_IL2_STAT5_SIGNALING",196,0.638418531871317,1.70369288463263,1e-10,2.67051282051282e-09,1.90148448043185e-09,2739,"tags=33%, list=14%, signal=28%","GPR65/IL10RA/IRF4/CST7/ICOS/TLR7/CD48/TRAF1/CTLA4/CCR4/ADAM19/CASP3/SELL/CD86/IL2RB/TNFRSF1B/PHTF2/IRF8/RHOH/TNFRSF9/IL2RA/EOMES/BATF/LTB/LRRC8C/CD83/CD79B/TNFRSF4/IL10/NCOA3/SYT11/TNFSF11/MAP3K8/IL4R/COCH/PRKCH/CDC42SE2/TNFRSF18/RABGAP1L/IL18R1/ITGAE/SYNGR2/SPP1/CDC6/TNFRSF8/SOCS1/SELP/MYO1E/GBP4/ABCB1/IFNGR1/CTSZ/CD44/SWAP70/CSF1/CXCL10/POU2F1/PLSCR1/FGL2/BATF3/CCNE1/PTGER2/PLEC/GLIPR2"
"GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION","GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION",291,0.632393583419479,1.69876620066301,1e-10,2.67051282051282e-09,1.90148448043185e-09,3492,"tags=43%, list=18%, signal=35%","TNFAIP3/PTPN22/NCKAP1L/SLAMF1/LAPTM5/BTN2A2/TLR6/GPR174/JAK3/CD200R1/PTPRC/LILRB1/INPP5D/TIGIT/ADCY7/CASP3/PTPN6/FCGR2B/IL27RA/NLRC3/SRGN/HLA-F/CD84/CD96/BTK/BANK1/ARRB2/HDAC9/CARD8/ABCD2/NLRP7/JAK2/CSK/PTGER4/CD83/TNF/CCR7/TBX21/ELF4/CARD16/IL10/LEF1/NLRP6/TNFSF4/ATP2B1/RELB/ACP5/CYLD/PDCD1LG2/HAVCR2/REL/IL6R/PYCARD/NFKB1/LTF/CR1/SYT11/FOXP3/LGALS9/IFNG/LILRA4/TLR4/MEFV/GPR18/LAG3/IL12B/TLR8/TRIB2/TYROBP/CD33/BCL6/LILRB4/IL12A/IL33/NMI/CD274/XCL1/EZH2/IDO1/BST2/TGFB1/SIRPA/LGALS9B/CX3CR1/PRKCA/LGALS9C/NLRP3/GATA3/TREM2/ARRB1/SIGLEC1/MORC3/IL23A/ERBIN/ZC3H12A/HGF/VSIR/RPS6KA4/PGLYRP2/IKBKB/IGF1/CLEC4A/VSIG4/RNF125/ATG12/XAF1/HMGB1/DHX58/LILRA5/IRAK3/LBP/HLA-DRB1/QKI/TRAIP/MERTK/DICER1/FFAR4/ARG1/BCL3/ITCH/GPNMB/NLRP12/NPLOC4/FFAR1"
"GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE","GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE",308,0.632077426572826,1.69869477744373,1e-10,2.67051282051282e-09,1.90148448043185e-09,3050,"tags=39%, list=16%, signal=34%","TNFAIP3/IRF4/TRAF3/TLR1/PTPN22/TLR7/TLR6/BIRC3/TIFAB/CD300A/NLRC3/ZBP1/HCK/PYHIN1/BTK/SCIMP/NOD2/CASP1/TRAF3IP3/ARRB2/PIK3AP1/CARD8/CLEC7A/CTSS/LYN/MYD88/IFI16/SLC15A3/LY96/TLR10/FCRL3/TNF/P2RX7/GFI1/PLCG2/NLRP6/CYLD/HAVCR2/USP15/IRF1/OTULIN/CGAS/PYCARD/KCNK6/LTF/MNDA/IRF5/LGALS9/LILRA4/IRAK4/WASHC4/TLR4/IRAK1/ZC3HAV1/MFHAS1/MEFV/AIM2/GBP2/PARP1/OGT/TLR8/LACC1/TYROBP/RNF34/PAK2/AURKB/NLRP1/TLR2/GBP5/TBK1/NLRC4/FCN1/FLOT2/NMI/CD274/TNIP3/RIPK2/IFIH1/KLRC4/CD300LF/RPS6KA3/CD14/CYBA/IKBKE/OTUD4/SLC15A4/SLC46A2/IRAK2/RFTN1/TLR5/ALPK1/KLRD1/NLRP3/PRKDC/TREM2/KLRC2/OASL/LILRA2/IRF7/ERBIN/LRCH4/UNC93B1/BIRC2/TRIM25/IKBKB/DDX60/RNF125/CHUK/SEC14L1/TNIP1/SYK/TRIM11/MAP3K7/WDFY1/BECN1/HMGB1/UBQLN1/DHX58/IRAK3/LBP/NR1H3"
"GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT","GOBP_POSITIVE_REGULATION_OF_CELL_DEVELOPMENT",409,0.618072910116682,1.66724066044168,1e-10,2.67051282051282e-09,1.90148448043185e-09,3089,"tags=35%, list=16%, signal=30%","GPR65/CCL19/EVI2B/RUNX3/IL2RG/PIK3R6/HLA-DRA/NCKAP1L/ADAM8/HCLS1/GPR68/LCK/BTN2A2/PTPRC/SASH3/CD74/INPP5D/ZAP70/CD86/CD4/TESPA1/TNFRSF1B/IL12RB1/BTK/SPI1/RHOH/NIN/CXCR4/IL2RA/TRPV2/CD27/IL4I1/RASGRP1/IL7/SEMA7A/CLEC7A/ITPKB/SLC7A5/LYN/ADA/CD83/TNF/CASP8/STAT5A/IL18/IL10/LEF1/SEMA4D/TNFSF4/CYLD/SLC9B2/ZEB2/SOX8/MYB/MALT1/TOX/CR1/FOXP3/TNFSF11/IL4R/LGALS9/IFNG/PRKCH/IL7R/ROBO2/PPP2R3C/CD101/CD80/VNN1/SERPINE2/CCR1/LTA/IL12B/PPARGC1B/TYROBP/PLXNC1/RGS14/IL15RA/BCL6/LILRB4/MAP2K1/POU4F1/NRDC/BCL11A/CBFB/SOCS1/ASPM/PPP1CC/RIPK2/ELL3/SEMA5A/LILRB2/ABCB1/STAT5B/IL1B/RB1/ROBO1/NOTCH1/TGFB1/IL6ST/WDR62/LIMK1/TP73/IL21/XRCC2/CX3CR1/S1PR2/CSF1/E2F1/AURKA/PRKCA/MAN2A1/TWF2/NLRP3/PRKDC/GATA3/TREM2/IL23A/NAP1L1/HIF1A/DISC1/VSIR/KRAS/NFKBID/LIG4/DUSP10/CREB1/RFX3/CXCL12/WNT10B/ZBTB1/SYK/ARID2/TIAM1/HMGB1/IL15/DMRTA2/HLA-DRB1/MTOR/PBRM1/QKI/XBP1/SKIL"
"GOBP_DNA_RECOMBINATION","GOBP_DNA_RECOMBINATION",319,0.614354703133441,1.65179353728036,1e-10,2.67051282051282e-09,1.90148448043185e-09,4263,"tags=47%, list=22%, signal=37%","NABP1/PTPRC/WAS/IL27RA/BCL11B/ATM/CD28/SMCHD1/BATF/CD40LG/TBX21/TEP1/IL10/LEF1/TNFSF4/MCM5/HELB/BLM/CGAS/CD40/UHRF1/FANCD2/FOXP3/BRCA2/IL7R/SAMHD1/SMC6/TOPBP1/GEN1/RECQL/EXO1/CDC7/TCF3/CCR6/PARP1/DCLRE1C/ACTR2/POLQ/FANCB/EME1/TERT/PIF1/FANCM/TIMELESS/BCL6/MMS22L/RAD51/FEN1/MCM6/TOP2A/PARPBP/RAD51AP1/KPNA2/TRIP13/CDC45/SLF1/BARD1/HMGB2/ZGRF1/STAT6/SLX4/TGFB1/RFWD3/PLK1/BRIP1/ANKLE1/MCM3/NIPBL/XRCC2/SLC15A4/SWAP70/MCM4/MND1/ATAD5/DMC1/HMCES/SLF2/GINS2/CHEK1/PRKDC/FBH1/MRE11/HROB/REC8/H2AX/SKP2/MCM8/RECQL4/AICDA/UBE2N/LIG4/TFRC/MCM7/NSMCE4A/RIF1/MCM2/GINS4/INO80D/ARID2/ACTR5/SETX/UBR2/RMI2/HMGB1/LIG1/RAD54L/CYREN/XRCC4/EID3/H1-3/MSH6/IL2/POLB/RNF168/RNF138/SMC5/PELI1/FIGNL1/UCHL5/INIP/TOP3A/MSH5/TRRAP/SFPQ/TERF2/KPNA1/NBN/ERCC4/AUNIP/BRCA1/HELQ/RAD51B/APEX2/RNF169/H1-4/RPA1/RAD54B/TOP2B/ACTL6A/RAD21/EXOSC3/REV3L/WRN/DCAF1/HSPD1/RMI1/NSD2/RUVBL1/ZFYVE26/SETD2"
"GOBP_RESPONSE_TO_VIRUS","GOBP_RESPONSE_TO_VIRUS",384,0.612218742096287,1.64978509233236,1e-10,2.67051282051282e-09,1.90148448043185e-09,3080,"tags=37%, list=16%, signal=32%","CCL19/TNFAIP3/TRAF3/TLR7/SPN/PIM2/PTPRC/LILRB1/RNASE6/ITGAX/TSPAN32/ZBP1/UNC13D/IL12RB1/CD37/CASP1/MICB/WDFY4/CXCR4/NLRC5/POU2AF1/APOBEC3G/APOBEC3F/CARD8/JAK2/MYD88/IFI16/TRIM22/POU2F2/IRF2/MLKL/TNF/TBX21/TRIM38/JAK1/APOBEC3D/NLRP6/TNFSF4/PRF1/FGR/IRF1/PMAIP1/CGAS/PYCARD/CD40/NFKB1/ISG20/FOXP3/IRF5/LGALS9/IFNG/SAMHD1/IFNAR2/APOBEC3C/ZC3HAV1/CCL4/CARD9/AIM2/GBP2/IL12B/TLR8/LYST/ADARB1/MX2/RRP1B/DDX60L/NLRP1/CCL22/TLR2/GBP5/CCL5/TBK1/OAS2/IL12A/IL33/NMI/CDK6/XCL1/IFIH1/STAT1/BST2/TYK2/IFNGR1/IL1B/CXCL9/TGFB1/ADAR/MAP3K14/TRIM21/HEATR9/IKBKE/G3BP1/TANK/DUS2/IL17RA/IL21/OTUD4/CXCL10/DTX3L/CD207/RTP4/STAT2/IRF9/NLRP3/GATA3/MMP12/MORC3/OASL/IL23A/DHX15/PLSCR1/IRF7/STMN1/DCLK1/SKP2/HIF1A/ZC3H12A/UNC93B1/FGL2/BATF3/ATG7/AICDA/UBE2N/IL10RB/IFITM1/SLFN13/TRIM25/IKBKB/CXCL12/DDX60/PARP9/ATG12/TRIM26/CHUK/LGALS8/TRIM11/BECN1/SLFN11/DHX58/IL15/IRAK3/MTOR/IFIT2"
"GOBP_DEFENSE_RESPONSE_TO_VIRUS","GOBP_DEFENSE_RESPONSE_TO_VIRUS",289,0.610845768375964,1.64062961040667,1e-10,2.67051282051282e-09,1.90148448043185e-09,2989,"tags=36%, list=16%, signal=31%","TNFAIP3/TRAF3/TLR7/SPN/PTPRC/LILRB1/RNASE6/ITGAX/TSPAN32/ZBP1/UNC13D/IL12RB1/CD37/CASP1/MICB/NLRC5/APOBEC3G/APOBEC3F/CARD8/MYD88/IFI16/TRIM22/IRF2/MLKL/TNF/TRIM38/APOBEC3D/NLRP6/PRF1/IRF1/PMAIP1/CGAS/PYCARD/CD40/ISG20/FOXP3/IRF5/IFNG/SAMHD1/IFNAR2/APOBEC3C/ZC3HAV1/CARD9/AIM2/GBP2/IL12B/TLR8/LYST/ADARB1/MX2/DDX60L/NLRP1/TLR2/GBP5/TBK1/OAS2/IL33/IFIH1/STAT1/BST2/IFNGR1/IL1B/CXCL9/ADAR/MAP3K14/TRIM21/IKBKE/G3BP1/TANK/DUS2/IL21/OTUD4/CXCL10/DTX3L/CD207/RTP4/STAT2/IRF9/MMP12/MORC3/OASL/IL23A/DHX15/PLSCR1/IRF7/SKP2/ZC3H12A/UNC93B1/FGL2/ATG7/AICDA/UBE2N/IL10RB/IFITM1/SLFN13/TRIM25/DDX60/PARP9/ATG12/TRIM26/TRIM11/BECN1/SLFN11/DHX58/IL15"
"GOBP_NUCLEAR_CHROMOSOME_SEGREGATION","GOBP_NUCLEAR_CHROMOSOME_SEGREGATION",307,0.605728529279188,1.62782400647091,1e-10,2.67051282051282e-09,1.90148448043185e-09,4272,"tags=50%, list=23%, signal=39%","SEPTIN1/ATM/CCSAP/RIPOR2/CHMP7/DPF3/HASPIN/ACTR3/KIF15/EML4/KNTC1/TTN/UHRF1/FANCD2/GEN1/NDC80/BUB3/RCC2/MAD1L1/KIF2A/TACC3/ACTR2/NCAPG2/CHFR/CENPK/AURKB/MAD2L1/SKA3/RACGAP1/CDC6/BUB1/CEP55/NEK6/FBXO5/SMC4/SPDL1/SKA1/KIFC1/CEP97/SGO1/UBE2C/NUSAP1/NCAPG/CDCA5/TOP2A/BIRC5/CENPI/ESPL1/NCAPD2/TTK/TRIP13/STAG3/KIF4A/KIF14/DLGAP5/ASPM/PPP1CC/BUB1B/CENPF/KNL1/SMC3/KIF23/SMC1A/NCAPH/KIF18B/RB1/ECT2/INCENP/DSN1/TPX2/RCC1/KIF2C/NUF2/PLK1/FAM83D/CDCA8/CDC20/SPC25/BRIP1/CDK1/KIF11/CCNB2/ZWILCH/SPC24/NEK2/NIPBL/CENPE/CLASP2/TTL/MND1/AURKA/SMC2/CDT1/DMC1/ANAPC1/ZNF207/AGO4/ZWINT/KPNB1/NDC1/TENT4A/MRE11/REC8/WAPL/CCNE2/MYBL2/CCNB1/NCAPD3/CCNE1/CHEK2/TPR/PRC1/NUP62/KIF18A/EML3/ARID2/BECN1/RMI2/PBRM1/KAT2B/APC/HORMAD1/OFD1/LATS1/GEM/MSH5/SIRT7/CENPQ/HNRNPU/NSL1/STAG1/MZT1/MIS12/ARID1A/CUL3/AKAP8/SEH1L/RAN/DPF1/BCL7A/WRAP73/TOP2B/ACTL6A/RAD21/SMARCA5/PTEN/CHAMP1/SMARCD2/RRS1/DYNC1LI1/SMARCB1/ANAPC4"
