ensembl_id,gene_symbol,entrez_id,log2FoldChange,pvalue,padj,sig
ENSG00000185668,POU3F1,5453,4.239527013,1.16e-11,2.89e-10,Up
ENSG00000144893,MED12L,116931,1.563973758,1.2e-11,2.97e-10,Up
ENSG00000231999,LRRC8C-DT,400761,1.250873878,1.21e-11,2.98e-10,Up
ENSG00000189430,NCR1,9437,3.445310687,1.24e-11,3.05e-10,Up
ENSG00000173868,PHOSPHO1,162466,1.637625985,1.32e-11,3.23e-10,Up
ENSG00000196092,PAX5,5079,7.032352782,1.33e-11,3.26e-10,Up
ENSG00000070915,SLC12A3,6559,3.955155389,1.38e-11,3.37e-10,Up
ENSG00000175489,LRRC25,126364,2.311707856,1.39e-11,3.39e-10,Up
ENSG00000166845,C18orf54,162681,1.157233948,1.39e-11,3.4e-10,Up
ENSG00000126264,HCST,10870,2.146508002,1.41e-11,3.43e-10,Up
ENSG00000158485,CD1B,910,2.789279458,1.42e-11,3.44e-10,Up
ENSG00000065911,MTHFD2,10797,1.248633041,1.44e-11,3.49e-10,Up
ENSG00000143494,VASH2,79805,1.531627402,1.45e-11,3.52e-10,Up
ENSG00000204161,TMEM273,170371,1.082047855,1.48e-11,3.57e-10,Up
ENSG00000159618,ADGRG5,221188,3.782314817,1.58e-11,3.81e-10,Up
ENSG00000197993,KEL,3792,2.824273675,1.6e-11,3.85e-10,Up
ENSG00000156136,DCK,1633,1.906196109,1.77e-11,4.25e-10,Up
ENSG00000166250,CLMP,79827,1.259805077,1.82e-11,4.34e-10,Up
ENSG00000246528,LOC101929759,101929759,6.287344381,1.86e-11,4.43e-10,Up
ENSG00000089558,KCNH4,23415,2.90684759,1.89e-11,4.5e-10,Up
ENSG00000053747,LAMA3,3909,1.518357678,1.9e-11,4.52e-10,Up
ENSG00000166211,SPIC,121599,7.90405301,1.94e-11,4.61e-10,Up
ENSG00000167912,LOC100505501,100505501,1.566778146,1.96e-11,4.64e-10,Up
ENSG00000132965,ALOX5AP,241,2.071469984,1.97e-11,4.67e-10,Up
ENSG00000106952,TNFSF8,944,3.92619517,2.03e-11,4.79e-10,Up
ENSG00000185008,ROBO2,6092,2.380446956,2.09e-11,4.92e-10,Up
ENSG00000127507,ADGRE2,30817,2.264634925,2.1e-11,4.95e-10,Up
ENSG00000080986,NDC80,10403,2.953891152,2.17e-11,5.1e-10,Up
ENSG00000168394,TAP1,6890,2.409325039,2.22e-11,5.2e-10,Up
ENSG00000153563,CD8A,925,2.415611547,2.25e-11,5.26e-10,Up
ENSG00000159110,IFNAR2,3455,1.266079283,2.3e-11,5.37e-10,Up
ENSG00000189238,LINC00943,100507206,3.460527375,2.39e-11,5.58e-10,Up
ENSG00000124191,TOX2,84969,2.213671682,2.42e-11,5.63e-10,Up
ENSG00000023902,PLEKHO1,51177,1.816275661,2.42e-11,5.64e-10,Up
ENSG00000172081,MOB3A,126308,1.270197845,2.48e-11,5.75e-10,Up
ENSG00000166927,MS4A7,58475,1.833420931,2.5e-11,5.8e-10,Up
ENSG00000111801,BTN3A3,10384,1.535546403,2.54e-11,5.88e-10,Up
ENSG00000204277,LINC01993,100996291,5.079444457,2.56e-11,5.93e-10,Up
ENSG00000136869,TLR4,7099,1.187477614,2.62e-11,6.05e-10,Up
ENSG00000123136,DDX39A,10212,1.171215261,2.68e-11,6.17e-10,Up
ENSG00000174799,CEP135,9662,1.088870064,2.82e-11,6.49e-10,Up
ENSG00000145850,TIMD4,91937,4.547202817,2.89e-11,6.62e-10,Up
ENSG00000173578,XCR1,2829,3.074123964,2.88e-11,6.62e-10,Up
ENSG00000121552,CSTA,1475,4.042701014,2.93e-11,6.71e-10,Up
ENSG00000123453,SARDH,1757,1.194117463,2.96e-11,6.77e-10,Up
ENSG00000249859,PVT1,5820,1.64352952,3.06e-11,6.99e-10,Up
ENSG00000250155,LOC107986412,107986412,3.895097505,3.19e-11,7.27e-10,Up
ENSG00000170525,PFKFB3,5209,1.813196431,3.24e-11,7.37e-10,Up
ENSG00000205542,TMSB4X,7114,1.265741721,3.25e-11,7.39e-10,Up
ENSG00000174371,EXO1,9156,2.963115506,3.29e-11,7.47e-10,Up
ENSG00000076641,PAG1,55824,2.225436478,3.4e-11,7.7e-10,Up
ENSG00000153898,MCOLN2,255231,3.895540766,3.6e-11,8.11e-10,Up
ENSG00000265148,TSPOAP1-AS1,100506779,2.253002719,3.61e-11,8.14e-10,Up
ENSG00000158525,CPA5,93979,2.978563353,3.63e-11,8.18e-10,Up
ENSG00000235304,LINC01281,286442,5.268191586,3.89e-11,8.73e-10,Up
ENSG00000233261,FAM238A,645528,4.019179085,3.9e-11,8.75e-10,Up
ENSG00000002745,WNT16,51384,2.26448007,3.96e-11,8.87e-10,Up
ENSG00000136732,GYPC,2995,1.195971054,3.97e-11,8.88e-10,Up
ENSG00000196090,PTPRT,11122,3.552929723,3.99e-11,8.91e-10,Up
ENSG00000120278,PLEKHG1,57480,1.473117093,4.03e-11,9e-10,Up
ENSG00000097046,CDC7,8317,1.80415477,4.08e-11,9.1e-10,Up
ENSG00000174255,ZNF80,7634,3.42973888,4.12e-11,9.19e-10,Up
ENSG00000175895,PLEKHF2,79666,1.32141263,4.19e-11,9.32e-10,Up
ENSG00000109452,INPP4B,8821,1.209358672,4.27e-11,9.47e-10,Up
ENSG00000182108,DEXI,28955,1.269021481,4.31e-11,9.55e-10,Up
ENSG00000177272,KCNA3,3738,3.484949981,4.39e-11,9.71e-10,Up
ENSG00000104689,TNFRSF10A,8797,1.183164105,4.42e-11,9.75e-10,Up
ENSG00000257950,P2RX5-TAX1BP3,100533970,1.572048665,4.45e-11,9.82e-10,Up
ENSG00000128656,CHN1,1123,1.06852453,4.49e-11,9.88e-10,Up
ENSG00000227145,IL21-AS1,100996941,5.577814872,4.53e-11,9.96e-10,Up
ENSG00000137496,IL18BP,10068,1.280850263,4.57e-11,1e-09,Up
ENSG00000226791,LINC02611,101927070,2.575465035,4.6e-11,1.01e-09,Up
ENSG00000275302,CCL4,6351,2.074436576,4.73e-11,1.04e-09,Up
ENSG00000137502,RAB30,27314,1.005067285,4.94e-11,1.08e-09,Up
ENSG00000002822,MAD1L1,8379,1.199147941,4.94e-11,1.08e-09,Up
ENSG00000177409,SAMD9L,219285,1.654099942,5.17e-11,1.12e-09,Up
ENSG00000134256,CD101,9398,1.820952595,5.28e-11,1.14e-09,Up
ENSG00000198879,SFMBT2,57713,1.492049346,5.3e-11,1.15e-09,Up
ENSG00000103313,MEFV,4210,1.93108451,5.52e-11,1.19e-09,Up
ENSG00000187796,CARD9,64170,2.023768272,5.54e-11,1.19e-09,Up
ENSG00000269404,SPIB,6689,5.625247037,5.59e-11,1.2e-09,Up
ENSG00000262246,CORO7,79585,1.035744042,5.68e-11,1.22e-09,Up
ENSG00000163568,AIM2,9447,5.41583632,5.76e-11,1.24e-09,Up
ENSG00000167476,"c(""JSRP1"", ""LOC105372240"")","c(""126306"", ""105372240"")",2.719290678,5.87e-11,1.26e-09,Up
ENSG00000068796,KIF2A,3796,1.018726884,5.96e-11,1.27e-09,Up
ENSG00000198604,BAZ1A,11177,1.007236507,5.94e-11,1.27e-09,Up
ENSG00000236977,ANKRD44-IT1,101927547,2.483779216,5.93e-11,1.27e-09,Up
ENSG00000121594,CD80,941,2.49460863,5.96e-11,1.27e-09,Up
ENSG00000100290,BIK,638,1.868303842,6.07e-11,1.29e-09,Up
ENSG00000112486,CCR6,1235,2.667991014,6.13e-11,1.31e-09,Up
ENSG00000258733,LINC02328,101928767,1.902340428,6.2e-11,1.32e-09,Up
ENSG00000162645,GBP2,2634,2.135470462,6.46e-11,1.38e-09,Up
ENSG00000196843,ARID5A,10865,1.689868938,6.63e-11,1.41e-09,Up
ENSG00000173193,PARP14,54625,1.327910668,6.77e-11,1.44e-09,Up
ENSG00000177301,KCNA2,3737,1.584803742,7.01e-11,1.48e-09,Up
ENSG00000240403,KIR3DL2,3812,3.600557793,7.08e-11,1.5e-09,Up
ENSG00000146477,SLC22A3,6581,1.69092155,7.13e-11,1.5e-09,Up
ENSG00000148158,SNX30,401548,1.037616032,7.28e-11,1.53e-09,Up
ENSG00000120913,PDLIM2,64236,1.136331148,7.28e-11,1.53e-09,Up
ENSG00000113749,HRH2,3274,1.408878913,7.34e-11,1.54e-09,Up
ENSG00000176438,SYNE3,161176,1.072374206,7.55e-11,1.59e-09,Up
ENSG00000183023,SLC8A1,6546,1.698663055,7.74e-11,1.62e-09,Up
ENSG00000198796,ALPK2,115701,6.667826095,7.79e-11,1.63e-09,Up
ENSG00000137310,TCF19,6941,1.459734593,7.9e-11,1.65e-09,Up
ENSG00000214787,MS4A4E,643680,1.807807583,7.89e-11,1.65e-09,Up
ENSG00000255733,IFNG-AS1,100885789,4.283183004,8.02e-11,1.68e-09,Up
ENSG00000065600,PACC1,55248,1.081522552,8.18e-11,1.7e-09,Up
ENSG00000115607,IL18RAP,8807,1.896319842,8.16e-11,1.7e-09,Up
ENSG00000140280,LYSMD2,256586,1.284070027,8.27e-11,1.72e-09,Up
ENSG00000187951,LOC100288637,100288637,2.318216582,8.29e-11,1.73e-09,Up
ENSG00000269743,SLC25A53,401612,1.016762614,9.13e-11,1.89e-09,Up
ENSG00000179144,GIMAP7,168537,1.080350742,9.36e-11,1.93e-09,Up
ENSG00000204264,PSMB8,5696,1.402720415,9.53e-11,1.96e-09,Up
ENSG00000105374,NKG7,4818,2.641686886,9.55e-11,1.96e-09,Up
ENSG00000186891,TNFRSF18,8784,2.880836273,9.56e-11,1.96e-09,Up
ENSG00000030304,MUSK,4593,2.371993952,9.64e-11,1.98e-09,Up
ENSG00000064886,CHI3L2,1117,1.655969682,9.81e-11,2e-09,Up
ENSG00000128284,APOL3,80833,1.121485315,9.89e-11,2.02e-09,Up
ENSG00000072864,NDE1,54820,1.088648689,9.98e-11,2.04e-09,Up
ENSG00000185155,MIXL1,83881,3.014681576,1.01e-10,2.05e-09,Up
ENSG00000125084,WNT1,7471,2.89336253,1.01e-10,2.06e-09,Up
ENSG00000125245,GPR18,2841,4.228746703,1.02e-10,2.08e-09,Up
ENSG00000182326,C1S,716,1.318881665,1.03e-10,2.09e-09,Up
ENSG00000152061,RABGAP1L,9910,1.193779776,1.05e-10,2.12e-09,Up
ENSG00000116771,AGMAT,79814,1.476661733,1.05e-10,2.13e-09,Up
ENSG00000198353,HOXC4,3221,2.043490799,1.07e-10,2.17e-09,Up
ENSG00000112299,VNN1,8876,2.764046112,1.13e-10,2.27e-09,Up
ENSG00000147570,DNAJC5B,85479,3.673823359,1.15e-10,2.3e-09,Up
ENSG00000260802,SERTM2,401613,4.043509076,1.15e-10,2.32e-09,Up
ENSG00000089692,LAG3,3902,2.342933937,1.16e-10,2.34e-09,Up
ENSG00000006634,DBF4,10926,1.355148306,1.19e-10,2.38e-09,Up
ENSG00000117322,CR2,1380,7.590619399,1.22e-10,2.44e-09,Up
ENSG00000183960,KCNH8,131096,1.504397267,1.26e-10,2.52e-09,Up
ENSG00000174500,GCSAM,257144,2.651762838,1.26e-10,2.52e-09,Up
ENSG00000113368,LMNB1,4001,3.047029024,1.26e-10,2.52e-09,Up
ENSG00000205277,MUC12,10071,2.387364906,1.28e-10,2.56e-09,Up
ENSG00000187848,P2RX2,22953,2.826931169,1.3e-10,2.58e-09,Up
ENSG00000085514,PILRA,29992,1.187445715,1.3e-10,2.58e-09,Up
ENSG00000166289,PLEKHF1,79156,1.231211885,1.32e-10,2.62e-09,Up
ENSG00000179841,AKAP5,9495,1.541863474,1.35e-10,2.68e-09,Up
ENSG00000144218,AFF3,3899,3.500900743,1.35e-10,2.68e-09,Up
ENSG00000143799,PARP1,142,1.223067792,1.36e-10,2.7e-09,Up
ENSG00000135919,SERPINE2,5270,1.455799505,1.38e-10,2.72e-09,Up
ENSG00000100721,TCL1A,8115,7.268262325,1.38e-10,2.72e-09,Up
ENSG00000013810,TACC3,10460,2.845386212,1.42e-10,2.78e-09,Up
ENSG00000123146,ADGRE5,976,1.047671326,1.43e-10,2.81e-09,Up
ENSG00000228590,MIR4432HG,106660609,4.03695284,1.46e-10,2.86e-09,Up
ENSG00000181617,FDCSP,260436,7.41445724,1.51e-10,2.95e-09,Up
ENSG00000163823,CCR1,1230,2.399883238,1.53e-10,2.99e-09,Up
ENSG00000226979,LTA,4049,4.169396788,1.56e-10,3.05e-09,Up
ENSG00000095585,BLNK,29760,1.469434734,1.62e-10,3.15e-09,Up
ENSG00000166710,B2M,567,1.048455068,1.73e-10,3.36e-09,Up
ENSG00000113302,IL12B,3593,3.070216968,1.74e-10,3.37e-09,Up
ENSG00000161270,"c(""NPHS1"", ""LOC107985317"")","c(""4868"", ""107985317"")",7.483528891,1.77e-10,3.43e-09,Up
ENSG00000116701,NCF2,4688,1.936441133,1.81e-10,3.5e-09,Up
ENSG00000181790,ADGRB1,575,1.045461588,1.81e-10,3.5e-09,Up
ENSG00000105409,ATP1A3,478,3.424403416,1.81e-10,3.5e-09,Up
ENSG00000155846,PPARGC1B,133522,1.573287594,1.83e-10,3.53e-09,Up
ENSG00000101916,TLR8,51311,3.401792232,1.85e-10,3.56e-09,Up
ENSG00000167618,LAIR2,3904,3.245335343,1.85e-10,3.57e-09,Up
ENSG00000051341,POLQ,10721,4.170123567,1.87e-10,3.58e-09,Up
ENSG00000133980,VRTN,55237,4.305750753,1.88e-10,3.6e-09,Up
ENSG00000236320,SLFN14,342618,3.649635989,1.87e-10,3.6e-09,Up
ENSG00000133106,EPSTI1,94240,2.176705367,1.89e-10,3.61e-09,Up
ENSG00000178965,ERICH3,127254,3.085696234,1.88e-10,3.61e-09,Up
ENSG00000196550,FAM72A,729533,3.560758926,1.91e-10,3.65e-09,Up
ENSG00000206579,XKR4,114786,1.908893291,1.91e-10,3.65e-09,Up
ENSG00000100162,CENPM,79019,3.83039732,2.02e-10,3.84e-09,Up
ENSG00000115604,IL18R1,8809,1.525176861,2.03e-10,3.86e-09,Up
ENSG00000110436,SLC1A2,6506,2.869513252,2.1e-10,3.98e-09,Up
ENSG00000204282,TNRC6C-AS1,100131096,2.175955651,2.11e-10,4e-09,Up
ENSG00000160408,ST6GALNAC6,30815,1.602130088,2.13e-10,4.04e-09,Up
ENSG00000240065,PSMB9,5698,2.207070705,2.16e-10,4.07e-09,Up
ENSG00000216490,IFI30,10437,2.500813317,2.15e-10,4.07e-09,Up
ENSG00000136286,MYO1G,64005,2.511322222,2.17e-10,4.1e-09,Up
ENSG00000144045,DQX1,165545,1.795677836,2.32e-10,4.37e-09,Up
ENSG00000261448,LOC102723692,102723692,3.516653313,2.33e-10,4.37e-09,Up
ENSG00000245750,"c(""DRAIC"", ""LINC00593"", ""PCAT29"")","c(""145837"", ""414926"", ""104472713"")",2.76827191,2.33e-10,4.38e-09,Up
ENSG00000078081,LAMP3,27074,2.957323669,2.35e-10,4.4e-09,Up
ENSG00000110852,CLEC2B,9976,1.311233342,2.36e-10,4.42e-09,Up
ENSG00000215788,TNFRSF25,8718,1.197384217,2.38e-10,4.45e-09,Up
ENSG00000221995,TIAF1,9220,1.061398791,2.49e-10,4.65e-09,Up
ENSG00000144837,PLA1A,51365,1.701188798,2.57e-10,4.78e-09,Up
ENSG00000012779,ALOX5,240,2.489966034,2.62e-10,4.87e-09,Up
ENSG00000163507,CIP2A,57650,1.425936489,2.69e-10,5.01e-09,Up
ENSG00000105352,CEACAM4,1089,2.839082776,2.74e-10,5.09e-09,Up
ENSG00000278195,SSTR3,6753,3.149365467,2.81e-10,5.2e-09,Up
ENSG00000188820,CALHM6,441168,4.046989022,2.83e-10,5.23e-09,Up
ENSG00000011600,TYROBP,7305,1.971672519,2.93e-10,5.42e-09,Up
ENSG00000184588,PDE4B,5142,1.044804336,2.95e-10,5.44e-09,Up
ENSG00000165685,TMEM52B,120939,2.45933393,2.97e-10,5.47e-09,Up
ENSG00000122483,CCDC18,343099,1.414748795,3.03e-10,5.57e-09,Up
ENSG00000170128,GPR25,2848,2.79488234,3.05e-10,5.6e-09,Up
ENSG00000099365,STX1B,112755,1.235338257,3.11e-10,5.71e-09,Up
ENSG00000164398,ACSL6,23305,1.485460674,3.12e-10,5.73e-09,Up
ENSG00000181074,OR52N4,390072,2.164245146,3.13e-10,5.74e-09,Up
ENSG00000002933,TMEM176A,55365,1.527899828,3.13e-10,5.74e-09,Up
ENSG00000083457,ITGAE,3682,1.273660671,3.22e-10,5.88e-09,Up
ENSG00000213246,SUPT4H1,6827,2.321764453,3.25e-10,5.93e-09,Up
ENSG00000235568,NFAM1,150372,1.94821381,3.29e-10,5.98e-09,Up
ENSG00000173821,RNF213,57674,1.114604215,3.41e-10,6.17e-09,Up
ENSG00000181544,FANCB,2187,1.978178693,3.46e-10,6.25e-09,Up
ENSG00000068489,PRR11,55771,2.228468107,3.49e-10,6.3e-09,Up
ENSG00000117560,FASLG,356,2.491232929,3.58e-10,6.46e-09,Up
ENSG00000146918,NCAPG2,54892,1.033079593,3.62e-10,6.52e-09,Up
ENSG00000183486,MX2,4600,1.563973126,3.68e-10,6.62e-09,Up
ENSG00000010310,GIPR,2696,2.047618645,3.72e-10,6.68e-09,Up
ENSG00000138435,CHRNA1,1134,3.215253572,3.74e-10,6.71e-09,Up
ENSG00000245648,LOC101928100,101928100,2.57864134,3.83e-10,6.86e-09,Up
ENSG00000112936,C7,730,1.121403358,3.83e-10,6.86e-09,Up
ENSG00000136040,PLXNC1,10154,1.562413985,3.83e-10,6.87e-09,Up
ENSG00000142583,SLC2A5,6518,4.602099613,3.88e-10,6.94e-09,Up
ENSG00000154920,EME1,146956,2.249340667,3.88e-10,6.95e-09,Up
ENSG00000135960,EDAR,10913,3.644770428,4.01e-10,7.17e-09,Up
ENSG00000204577,"c(""LILRB3"", ""LOC102725035"", ""LOC107987425"", ""LOC107987462"")","c(""11025"", ""102725035"", ""107987425"", ""107987462"")",1.820845756,4.01e-10,7.17e-09,Up
ENSG00000118785,SPP1,6696,2.747310759,4.05e-10,7.22e-09,Up
ENSG00000187510,"c(""C12orf74"", ""PLEKHG7"")","c(""338809"", ""440107"")",5.85886343,4.09e-10,7.29e-09,Up
ENSG00000211689,TARP,445347,2.546858012,4.12e-10,7.34e-09,Up
ENSG00000184060,ADAP2,55803,1.430479119,4.26e-10,7.57e-09,Up
ENSG00000285897,RNF43,54894,2.122736931,4.34e-10,7.71e-09,Up
ENSG00000164362,TERT,7015,9.830478025,4.4e-10,7.81e-09,Up
ENSG00000241525,LOC105371430,105371430,3.324662613,4.43e-10,7.85e-09,Up
ENSG00000116819,TFAP2E,339488,1.527975818,4.48e-10,7.93e-09,Up
ENSG00000010030,ETV7,51513,2.824479279,4.53e-10,8e-09,Up
ENSG00000277481,PKD1L3,342372,1.431051432,4.67e-10,8.24e-09,Up
ENSG00000041982,TNC,3371,2.395886107,4.89e-10,8.62e-09,Up
ENSG00000149054,ZNF215,7762,1.042228482,4.92e-10,8.65e-09,Up
ENSG00000109674,NEIL3,55247,3.835079746,5.11e-10,8.98e-09,Up
ENSG00000120436,GPR31,2853,3.906397957,5.2e-10,9.1e-09,Up
ENSG00000073849,ST6GAL1,6480,1.260312962,5.23e-10,9.14e-09,Up
ENSG00000169252,ADRB2,154,1.11480893,5.34e-10,9.32e-09,Up
ENSG00000152689,RASGRP3,25780,1.692840993,5.36e-10,9.34e-09,Up
ENSG00000129450,SIGLEC9,27180,2.542880236,5.42e-10,9.43e-09,Up
ENSG00000271605,MILR1,284021,2.523819635,5.52e-10,9.6e-09,Up
ENSG00000135048,CEMIP2,23670,1.245127701,5.64e-10,9.8e-09,Up
ENSG00000050344,NFE2L3,9603,1.601374904,5.67e-10,9.85e-09,Up
ENSG00000237914,SIRPG-AS1,101929010,5.542458775,5.77e-10,1e-08,Up
ENSG00000233360,LOC101927051,101927051,2.463304677,6.12e-10,1.06e-08,Up
ENSG00000214711,CAPN14,440854,3.331092306,6.3e-10,1.09e-08,Up
ENSG00000188610,FAM72B,653820,3.955519087,6.44e-10,1.11e-08,Up
ENSG00000248099,INSL3,3640,2.979856105,6.79e-10,1.17e-08,Up
ENSG00000140451,PIF1,80119,3.272670742,6.91e-10,1.18e-08,Up
ENSG00000172215,CXCR6,10663,2.523943633,6.99e-10,1.2e-08,Up
ENSG00000088340,FER1L4,80307,2.928146747,7.18e-10,1.22e-08,Up
ENSG00000255151,GLYATL1B,100287520,4.970924299,7.15e-10,1.22e-08,Up
ENSG00000130775,THEMIS2,9473,1.314850595,7.15e-10,1.22e-08,Up
ENSG00000164485,IL22RA2,116379,4.269448921,7.29e-10,1.24e-08,Up
ENSG00000100526,CDKN3,1033,3.634182408,7.36e-10,1.25e-08,Up
ENSG00000213186,TRIM59,286827,1.443465406,7.61e-10,1.29e-08,Up
ENSG00000171848,RRM2,6241,4.600243965,7.63e-10,1.29e-08,Up
ENSG00000049247,UTS2,10911,3.168003586,7.61e-10,1.29e-08,Up
ENSG00000149571,KIRREL3,84623,2.377332054,7.89e-10,1.33e-08,Up
ENSG00000123219,CENPK,64105,2.555144484,8.15e-10,1.37e-08,Up
ENSG00000239653,PSMD6-AS2,100507062,1.279290946,8.17e-10,1.37e-08,Up
ENSG00000196209,SIRPB2,284759,2.583240612,8.28e-10,1.39e-08,Up
ENSG00000178999,AURKB,9212,4.682380237,8.37e-10,1.4e-08,Up
ENSG00000170379,TCAF2,285966,1.307761045,8.67e-10,1.45e-08,Up
ENSG00000134285,FKBP11,51303,1.094147982,8.74e-10,1.46e-08,Up
ENSG00000103740,ACSBG1,23205,1.741889735,8.95e-10,1.49e-08,Up
ENSG00000163492,CCDC141,285025,1.688167467,9.11e-10,1.52e-08,Up
ENSG00000171320,ESCO2,157570,3.858627014,9.24e-10,1.54e-08,Up
ENSG00000164109,MAD2L1,4085,2.123097346,9.34e-10,1.55e-08,Up
ENSG00000100628,ASB2,51676,3.283961371,9.32e-10,1.55e-08,Up
ENSG00000110079,MS4A4A,51338,2.0104366,9.54e-10,1.58e-08,Up
ENSG00000106665,CLIP2,7461,1.096580952,9.69e-10,1.6e-08,Up
ENSG00000091592,NLRP1,22861,1.358984932,9.94e-10,1.64e-08,Up
ENSG00000235531,MSC-AS1,100132891,1.249394809,1.04e-09,1.71e-08,Up
ENSG00000173890,GPR160,26996,1.134692962,1.04e-09,1.72e-08,Up
ENSG00000145386,CCNA2,890,2.535774919,1.05e-09,1.73e-08,Up
ENSG00000177359,OVOS2,144203,2.138620492,1.05e-09,1.73e-08,Up
ENSG00000165480,SKA3,221150,3.240115541,1.09e-09,1.79e-08,Up
ENSG00000102962,CCL22,6367,2.232200271,1.09e-09,1.79e-08,Up
ENSG00000118308,LRMP,4033,4.079745232,1.09e-09,1.79e-08,Up
ENSG00000214894,LINC00243,401247,2.946662217,1.11e-09,1.82e-08,Up
ENSG00000137462,TLR2,7097,1.511853075,1.12e-09,1.83e-08,Up
ENSG00000170819,BFSP2,8419,2.553690186,1.12e-09,1.83e-08,Up
ENSG00000111602,TIMELESS,8914,1.07463252,1.12e-09,1.83e-08,Up
ENSG00000158486,DNAH3,55567,1.836072279,1.13e-09,1.84e-08,Up
ENSG00000154451,GBP5,115362,3.875688961,1.14e-09,1.85e-08,Up
ENSG00000271503,CCL5,6352,2.334055942,1.15e-09,1.88e-08,Up
ENSG00000146666,LINC00525,84847,2.712585497,1.16e-09,1.89e-08,Up
ENSG00000170684,ZNF296,162979,1.268580366,1.17e-09,1.9e-08,Up
ENSG00000221946,FXYD7,53822,2.648340502,1.17e-09,1.9e-08,Up
ENSG00000161800,RACGAP1,29127,1.668662961,1.18e-09,1.91e-08,Up
ENSG00000094804,CDC6,990,2.638647389,1.2e-09,1.94e-08,Up
ENSG00000163535,SGO2,151246,1.368569004,1.22e-09,1.97e-08,Up
ENSG00000137474,MYO7A,4647,2.288777,1.24e-09,1.99e-08,Up
ENSG00000169679,BUB1,699,4.523162121,1.24e-09,1.99e-08,Up
ENSG00000134470,IL15RA,3601,1.257685178,1.26e-09,2.02e-08,Up
ENSG00000162896,PIGR,5284,2.676122024,1.27e-09,2.04e-08,Up
ENSG00000260101,LOC101927402,101927402,3.232631638,1.29e-09,2.07e-08,Up
ENSG00000215068,LOC153684,153684,1.594276821,1.33e-09,2.13e-08,Up
ENSG00000105383,CD33,945,2.013874278,1.35e-09,2.16e-08,Up
ENSG00000148600,CDHR1,92211,2.54546722,1.39e-09,2.22e-08,Up
ENSG00000187037,GPR141,353345,2.371904895,1.39e-09,2.22e-08,Up
ENSG00000234184,LINC01781,101927412,5.509333239,1.4e-09,2.23e-08,Up
ENSG00000213694,"c(""S1PR3"", ""C9orf47"")","c(""1903"", ""286223"")",1.360341692,1.44e-09,2.28e-08,Up
ENSG00000138180,CEP55,55165,3.624532164,1.47e-09,2.32e-08,Up
ENSG00000116147,TNR,7143,3.335541597,1.48e-09,2.34e-08,Up
ENSG00000119408,NEK6,10783,1.207560342,1.53e-09,2.42e-08,Up
ENSG00000075218,GTSE1,51512,3.937774574,1.56e-09,2.45e-08,Up
ENSG00000132744,ACY3,91703,4.365533914,1.56e-09,2.46e-08,Up
ENSG00000221963,APOL6,80830,1.347923892,1.57e-09,2.48e-08,Up
ENSG00000111335,OAS2,4939,1.83595781,1.66e-09,2.59e-08,Up
ENSG00000143195,ILDR2,387597,1.834381866,1.67e-09,2.61e-08,Up
ENSG00000168243,GNG4,2786,4.128515692,1.67e-09,2.62e-08,Up
ENSG00000111536,IL26,55801,4.925621582,1.68e-09,2.63e-08,Up
ENSG00000091106,NLRC4,58484,1.403805933,1.69e-09,2.64e-08,Up
ENSG00000000460,C1orf112,55732,1.085923276,1.7e-09,2.66e-08,Up
ENSG00000186818,LILRB4,11006,2.791838507,1.73e-09,2.69e-08,Up
ENSG00000085265,FCN1,2219,1.665464754,1.75e-09,2.72e-08,Up
ENSG00000177669,MBOAT4,619373,1.947206325,1.79e-09,2.78e-08,Up
ENSG00000114450,GNB4,59345,1.09776043,1.8e-09,2.8e-08,Up
ENSG00000112303,VNN2,8875,4.991479919,1.81e-09,2.81e-08,Up
ENSG00000168811,IL12A,3592,1.949066309,1.83e-09,2.84e-08,Up
ENSG00000064300,NGFR,4804,1.587838548,1.92e-09,2.96e-08,Up
ENSG00000184261,KCNK12,56660,1.931611769,1.99e-09,3.07e-08,Up
ENSG00000115318,LOXL3,84695,1.06555892,2.04e-09,3.13e-08,Up
ENSG00000251576,LINC01267,101927565,3.290970367,2.03e-09,3.13e-08,Up
ENSG00000157542,KCNJ6,3763,3.848155983,2.08e-09,3.18e-08,Up
ENSG00000113810,SMC4,10051,1.372818195,2.09e-09,3.21e-08,Up
ENSG00000213071,LPAL2,80350,1.438752473,2.14e-09,3.27e-08,Up
ENSG00000120949,TNFRSF8,943,2.653877914,2.15e-09,3.29e-08,Up
ENSG00000091651,ORC6,23594,2.56903123,2.16e-09,3.3e-08,Up
ENSG00000266709,MGC12916,84815,3.02896349,2.16e-09,3.3e-08,Up
ENSG00000154839,SKA1,220134,3.550472923,2.17e-09,3.31e-08,Up
ENSG00000187741,FANCA,2175,3.134001782,2.21e-09,3.37e-08,Up
ENSG00000228784,LINC00954,400946,1.492806902,2.27e-09,3.45e-08,Up
ENSG00000283839,LOC105373780,105373780,2.938132033,2.29e-09,3.47e-08,Up
ENSG00000106565,TMEM176B,28959,1.70075947,2.34e-09,3.55e-08,Up
ENSG00000130816,DNMT1,1786,1.629114908,2.37e-09,3.59e-08,Up
ENSG00000012124,CD22,933,4.366618317,2.4e-09,3.63e-08,Up
ENSG00000165457,FOLR2,2350,1.629653525,2.47e-09,3.73e-08,Up
ENSG00000167900,TK1,7083,2.75371597,2.5e-09,3.77e-08,Up
ENSG00000174945,AMZ1,155185,1.188550257,2.5e-09,3.77e-08,Up
