ensembl_id,gene_symbol,entrez_id,log2FoldChange,pvalue,padj,sig
ENSG00000147434,CHRNA6,8973,1.863764958,1.76e-07,1.74e-06,Up
ENSG00000025708,TYMP,1890,1.994952832,1.76e-07,1.74e-06,Up
ENSG00000163689,C3orf67,200844,1.624782759,1.79e-07,1.76e-06,Up
ENSG00000232759,LOC100506178,100506178,1.772017577,1.8e-07,1.77e-06,Up
ENSG00000104738,MCM4,4173,1.384420233,1.8e-07,1.78e-06,Up
ENSG00000169684,CHRNA5,1138,2.019592798,1.82e-07,1.79e-06,Up
ENSG00000125726,CD70,970,2.632913799,1.83e-07,1.8e-06,Up
ENSG00000197549,PRAMENP,649179,8.899179765,1.83e-07,1.8e-06,Up
ENSG00000169245,CXCL10,3627,3.81493029,1.9e-07,1.86e-06,Up
ENSG00000105889,"c(""STEAP1B"", ""LOC401312"")","c(""256227"", ""401312"")",2.215988728,1.95e-07,1.9e-06,Up
ENSG00000140534,TICRR,90381,1.341722723,1.98e-07,1.93e-06,Up
ENSG00000169962,TAS1R3,83756,1.626244538,2.1e-07,2.04e-06,Up
ENSG00000162631,NTNG1,22854,1.595620511,2.12e-07,2.06e-06,Up
ENSG00000062524,LTK,4058,1.16093369,2.21e-07,2.14e-06,Up
ENSG00000119457,SLC46A2,57864,2.63524136,2.22e-07,2.15e-06,Up
ENSG00000100433,KCNK10,54207,2.660128679,2.29e-07,2.2e-06,Up
ENSG00000176788,BASP1,10409,1.340219652,2.34e-07,2.25e-06,Up
ENSG00000115163,CENPA,1058,3.880362167,2.37e-07,2.28e-06,Up
ENSG00000121211,MND1,84057,2.949693128,2.38e-07,2.29e-06,Up
ENSG00000258731,LOC101927620,101927620,1.864085977,2.42e-07,2.32e-06,Up
ENSG00000168078,PBK,55872,3.698487582,2.51e-07,2.39e-06,Up
ENSG00000101188,NTSR1,4923,2.19781512,2.53e-07,2.41e-06,Up
ENSG00000120708,TGFBI,7045,1.290636762,2.64e-07,2.51e-06,Up
ENSG00000112984,KIF20A,10112,2.905407112,2.78e-07,2.62e-06,Up
ENSG00000170054,SERPINA9,327657,9.178332562,2.82e-07,2.66e-06,Up
ENSG00000177575,CD163,9332,2.387023272,2.89e-07,2.72e-06,Up
ENSG00000101412,E2F1,1869,2.015299864,2.96e-07,2.78e-06,Up
ENSG00000188886,ASTL,431705,2.788887267,3e-07,2.82e-06,Up
ENSG00000198574,SH2D1B,117157,1.696128734,3e-07,2.82e-06,Up
ENSG00000180846,CSNK1G2-AS1,255193,1.363649095,3.03e-07,2.84e-06,Up
ENSG00000144136,SLC20A1,6574,1.104115237,3.03e-07,2.84e-06,Up
ENSG00000136231,IGF2BP3,10643,1.867495388,3.08e-07,2.88e-06,Up
ENSG00000186193,SAPCD2,89958,2.002024655,3.08e-07,2.88e-06,Up
ENSG00000166426,CRABP1,1381,-1.461449021,3.16e-07,2.95e-06,Down
ENSG00000165383,LRRC18,474354,2.930740324,3.18e-07,2.96e-06,Up
ENSG00000162073,PAQR4,124222,1.356014268,3.31e-07,3.08e-06,Up
ENSG00000038945,MSR1,4481,2.216277444,3.37e-07,3.13e-06,Up
ENSG00000162063,CCNF,899,1.345725985,3.42e-07,3.16e-06,Up
ENSG00000060982,BCAT1,586,1.826467357,3.56e-07,3.28e-06,Up
ENSG00000237945,LINC00649,100506334,1.625179036,3.64e-07,3.34e-06,Up
ENSG00000217555,CKLF,51192,1.501104254,3.64e-07,3.35e-06,Up
ENSG00000274376,ADAMTS7P1,390660,1.788299393,3.69e-07,3.38e-06,Up
ENSG00000087586,AURKA,6790,2.018764959,3.69e-07,3.38e-06,Up
ENSG00000180616,SSTR2,6752,1.513985948,3.73e-07,3.42e-06,Up
ENSG00000204296,TSBP1,10665,2.844258737,3.77e-07,3.45e-06,Up
ENSG00000116031,CD207,50489,2.290360831,3.77e-07,3.45e-06,Up
ENSG00000170486,KRT72,140807,3.881787537,3.79e-07,3.47e-06,Up
ENSG00000115596,WNT6,7475,1.498360434,3.8e-07,3.47e-06,Up
ENSG00000257524,ST6GALNAC6,30815,1.492648969,3.85e-07,3.52e-06,Up
ENSG00000259583,LOC101927751,101927751,1.111954877,4e-07,3.64e-06,Up
ENSG00000176177,ENTHD1,150350,3.563802108,4.08e-07,3.7e-06,Up
ENSG00000213928,IRF9,10379,1.034410447,4.24e-07,3.83e-06,Up
ENSG00000073282,TP63,8626,1.70285206,4.32e-07,3.89e-06,Up
ENSG00000167513,CDT1,81620,1.925053219,4.34e-07,3.9e-06,Up
ENSG00000100206,DMC1,11144,1.739543677,4.39e-07,3.94e-06,Up
ENSG00000128335,APOL2,23780,1.197806579,4.42e-07,3.96e-06,Up
ENSG00000126759,CFP,5199,1.482417487,4.48e-07,4.02e-06,Up
ENSG00000158683,PKD1L1,168507,1.1478516,4.52e-07,4.05e-06,Up
ENSG00000229089,ANKRD20A8P,729171,-1.180262778,4.54e-07,4.06e-06,Down
ENSG00000266913,LINC01841,105372288,1.977312959,4.54e-07,4.06e-06,Up
ENSG00000269720,CCDC194,110806280,2.681406902,4.6e-07,4.1e-06,Up
ENSG00000128594,LRRC4,64101,1.251494154,4.82e-07,4.29e-06,Up
ENSG00000131379,C3orf20,84077,1.307416965,4.94e-07,4.38e-06,Up
ENSG00000093134,VNN3,55350,3.655333806,5.07e-07,4.5e-06,Up
ENSG00000125462,C1orf61,10485,4.886883865,5.1e-07,4.51e-06,Up
ENSG00000158477,CD1A,909,2.036425126,5.09e-07,4.51e-06,Up
ENSG00000263675,MIR5581,100847010,1.458413962,5.13e-07,4.54e-06,Up
ENSG00000171916,LGALS9C,654346,2.643472754,5.22e-07,4.62e-06,Up
ENSG00000266421,MIR4451,100616349,2.554331221,5.24e-07,4.63e-06,Up
ENSG00000079931,MOXD1,26002,1.22742982,5.25e-07,4.63e-06,Up
ENSG00000188897,LOC400499,400499,1.049580502,5.24e-07,4.63e-06,Up
ENSG00000156509,FBXO43,286151,1.520928483,5.33e-07,4.7e-06,Up
ENSG00000214872,SMTNL1,219537,2.304404531,5.46e-07,4.8e-06,Up
ENSG00000167434,CA4,762,-1.055718268,5.57e-07,4.89e-06,Down
ENSG00000134539,KLRD1,3824,2.331239531,5.63e-07,4.94e-06,Up
ENSG00000112414,ADGRG6,57211,1.078535526,5.7e-07,4.99e-06,Up
ENSG00000142677,IL22RA1,58985,-1.097174483,5.88e-07,5.14e-06,Down
ENSG00000060558,GNA15,2769,1.741482336,5.89e-07,5.15e-06,Up
ENSG00000122952,ZWINT,11130,1.363489914,5.93e-07,5.18e-06,Up
ENSG00000226025,LGALS17A,400696,3.275151909,6.02e-07,5.24e-06,Up
ENSG00000131153,GINS2,51659,1.426242869,6.09e-07,5.3e-06,Up
ENSG00000149554,CHEK1,1111,1.151052084,6.17e-07,5.37e-06,Up
ENSG00000162711,NLRP3,114548,1.912181706,6.36e-07,5.51e-06,Up
ENSG00000272269,LOC105374952,105374952,1.239138643,6.39e-07,5.53e-06,Up
ENSG00000116833,NR5A2,2494,1.150104236,6.6e-07,5.7e-06,Up
ENSG00000171777,RASGRP4,115727,1.150340921,6.9e-07,5.94e-06,Up
ENSG00000144395,CCDC150,284992,1.236358174,6.94e-07,5.97e-06,Up
ENSG00000153789,FAM92B,339145,3.481487889,7.09e-07,6.08e-06,Up
ENSG00000166803,PCLAF,9768,1.714475104,7.38e-07,6.31e-06,Up
ENSG00000167723,TRPV3,162514,1.656060057,7.51e-07,6.41e-06,Up
ENSG00000103184,SEC14L5,9717,1.310654214,7.54e-07,6.43e-06,Up
ENSG00000129355,CDKN2D,1032,1.094611459,7.57e-07,6.45e-06,Up
ENSG00000095970,TREM2,54209,2.1882298,7.6e-07,6.47e-06,Up
ENSG00000100884,CPNE6,9362,1.196857407,7.65e-07,6.51e-06,Up
ENSG00000153044,CENPH,64946,1.450747376,7.67e-07,6.52e-06,Up
ENSG00000172322,CLEC12A,160364,2.208454362,7.82e-07,6.64e-06,Up
ENSG00000155966,AFF2,2334,3.434790693,7.88e-07,6.69e-06,Up
ENSG00000183734,ASCL2,430,1.421953759,7.97e-07,6.76e-06,Up
ENSG00000213906,LTB4R2,56413,1.003210127,8.11e-07,6.87e-06,Up
ENSG00000236790,LINC00299,339789,2.226886908,8.15e-07,6.9e-06,Up
ENSG00000180747,SMG1P3,100271836,1.061584736,8.68e-07,7.31e-06,Up
ENSG00000039600,SOX30,11063,1.232811113,8.81e-07,7.41e-06,Up
ENSG00000167711,SERPINF2,5345,1.500663308,9.04e-07,7.59e-06,Up
ENSG00000205809,KLRC2,3822,2.552722851,9.16e-07,7.67e-06,Up
ENSG00000262406,MMP12,4321,2.826262581,9.46e-07,7.88e-06,Up
ENSG00000228037,LOC100996583,100996583,1.349376164,9.49e-07,7.9e-06,Up
ENSG00000139734,DIAPH3,81624,3.044448682,9.48e-07,7.9e-06,Up
ENSG00000088827,SIGLEC1,6614,1.757218432,9.82e-07,8.15e-06,Up
ENSG00000245466,LOC101928075,101928075,2.690720092,1.02e-06,8.43e-06,Up
ENSG00000135114,OASL,8638,1.451458405,1.03e-06,8.53e-06,Up
ENSG00000100342,APOL1,8542,1.559294109,1.08e-06,8.87e-06,Up
ENSG00000090659,CD209,30835,1.540847426,1.09e-06,8.97e-06,Up
ENSG00000114270,COL7A1,1294,1.25173154,1.09e-06,8.99e-06,Up
ENSG00000104783,KCNN4,3783,2.234333682,1.09e-06,8.99e-06,Up
ENSG00000176884,GRIN1,2902,2.501597992,1.12e-06,9.15e-06,Up
ENSG00000146674,IGFBP3,3486,1.088675075,1.16e-06,9.46e-06,Up
ENSG00000181215,C4orf50,389197,1.664505548,1.17e-06,9.59e-06,Up
ENSG00000167094,TTC16,158248,1.025201238,1.18e-06,9.64e-06,Up
ENSG00000108018,SORCS1,114815,1.234285768,1.18e-06,9.65e-06,Up
ENSG00000141485,SLC13A5,284111,2.178627178,1.2e-06,9.78e-06,Up
ENSG00000178607,ERN1,2081,1.216240667,1.22e-06,9.92e-06,Up
ENSG00000122966,CIT,11113,1.174744006,1.23e-06,9.98e-06,Up
ENSG00000275395,FCGBP,8857,-1.103227649,1.25e-06,1.01e-05,Down
ENSG00000115523,GNLY,10578,1.737292393,1.24e-06,1.01e-05,Up
ENSG00000125319,HROB,78995,1.270719892,1.26e-06,1.02e-05,Up
ENSG00000178795,GDPD4,220032,2.503118823,1.25e-06,1.02e-05,Up
ENSG00000189233,NUGGC,389643,1.751556742,1.26e-06,1.02e-05,Up
ENSG00000256660,CLEC12B,387837,2.50578537,1.28e-06,1.03e-05,Up
ENSG00000239998,LILRA2,11027,1.25179521,1.32e-06,1.06e-05,Up
ENSG00000117154,IGSF21,84966,1.433274366,1.34e-06,1.07e-05,Up
ENSG00000071246,VASH1,22846,1.007790005,1.4e-06,1.12e-05,Up
ENSG00000251002,LOC105370401,105370401,2.013538349,1.4e-06,1.12e-05,Up
ENSG00000226397,C12orf77,196415,7.558989821,1.46e-06,1.16e-05,Up
ENSG00000163923,RPL39L,116832,1.003689845,1.49e-06,1.19e-05,Up
ENSG00000187323,DCC,1630,3.663098988,1.51e-06,1.2e-05,Up
ENSG00000111665,CDCA3,83461,1.506210151,1.55e-06,1.23e-05,Up
ENSG00000159216,"c(""RUNX1"", ""LOC100506403"")","c(""861"", ""100506403"")",1.716681002,1.58e-06,1.25e-05,Up
ENSG00000282608,ADORA3,140,1.44130231,1.6e-06,1.26e-05,Up
ENSG00000149926,TLCD3B,83723,2.593915723,1.62e-06,1.28e-05,Up
ENSG00000124302,CHST8,64377,1.548362826,1.64e-06,1.29e-05,Up
ENSG00000117632,STMN1,3925,1.138817486,1.66e-06,1.3e-05,Up
ENSG00000230709,LOC284191,284191,2.775663597,1.65e-06,1.3e-05,Up
ENSG00000176659,C20orf197,284756,1.365700684,1.72e-06,1.35e-05,Up
ENSG00000177398,UMODL1,89766,2.097321099,1.72e-06,1.35e-05,Up
ENSG00000027644,INSRR,3645,1.425734842,1.74e-06,1.36e-05,Up
ENSG00000104826,LHB,3972,1.56282602,1.74e-06,1.36e-05,Up
ENSG00000101057,MYBL2,4605,6.206606399,1.76e-06,1.37e-05,Up
ENSG00000083782,EPYC,1833,4.98439038,1.77e-06,1.39e-05,Up
ENSG00000169894,MUC3A,4584,1.51124546,1.8e-06,1.4e-05,Up
ENSG00000135925,WNT10A,80326,1.930552766,1.79e-06,1.4e-05,Up
ENSG00000134057,CCNB1,891,1.159405921,1.83e-06,1.42e-05,Up
ENSG00000170396,ZNF804A,91752,1.844540565,1.86e-06,1.44e-05,Up
ENSG00000223561,LOC646588,646588,1.419011646,1.89e-06,1.46e-05,Up
ENSG00000120332,TNN,63923,-1.675196438,1.89e-06,1.47e-05,Down
ENSG00000204065,TCEAL5,340543,-1.188191192,1.95e-06,1.51e-05,Down
ENSG00000133454,MYO18B,84700,4.445300233,1.98e-06,1.53e-05,Up
ENSG00000169248,CXCL11,6373,4.036668636,2.11e-06,1.62e-05,Up
ENSG00000183307,TMEM121B,27439,1.53403,2.12e-06,1.63e-05,Up
ENSG00000164120,HPGD,3248,1.169301618,2.12e-06,1.63e-05,Up
ENSG00000197753,LHFPL5,222662,1.068812476,2.21e-06,1.7e-05,Up
ENSG00000249738,LOC285626,285626,1.837693271,2.26e-06,1.72e-05,Up
ENSG00000189350,TOGARAM2,165186,1.194785023,2.25e-06,1.72e-05,Up
ENSG00000266017,MIR4477B,100616194,1.215628484,2.27e-06,1.73e-05,Up
ENSG00000162062,TEDC2,80178,1.297126818,2.32e-06,1.77e-05,Up
ENSG00000275385,CCL18,6362,2.547907953,2.33e-06,1.77e-05,Up
ENSG00000198930,CSAG1,158511,2.654157928,2.33e-06,1.78e-05,Up
ENSG00000105697,HAMP,57817,1.808384434,2.37e-06,1.8e-05,Up
ENSG00000169436,COL22A1,169044,1.12779192,2.44e-06,1.85e-05,Up
ENSG00000163874,ZC3H12A,80149,1.15168346,2.49e-06,1.88e-05,Up
ENSG00000237541,"c(""HLA-DQA1"", ""HLA-DQA2"")","c(""3117"", ""3118"")",2.844544658,2.54e-06,1.91e-05,Up
ENSG00000203747,FCGR3A,2214,2.637387273,2.53e-06,1.91e-05,Up
ENSG00000230148,HOXB-AS1,100874362,1.210491926,2.53e-06,1.91e-05,Up
ENSG00000064787,BCAS1,8537,2.696949466,2.55e-06,1.92e-05,Up
ENSG00000250771,LOC100419170,100419170,1.837687746,2.57e-06,1.94e-05,Up
ENSG00000204525,HLA-C,3107,1.331576763,2.61e-06,1.96e-05,Up
ENSG00000095627,TDRD1,56165,2.031710023,2.62e-06,1.97e-05,Up
ENSG00000010327,STAB1,23166,1.052722145,2.69e-06,2.01e-05,Up
ENSG00000228727,SAPCD1,401251,1.262380754,2.67e-06,2.01e-05,Up
ENSG00000187997,C17orf99,100141515,6.87080364,2.71e-06,2.03e-05,Up
ENSG00000123685,BATF3,55509,1.660158424,2.72e-06,2.04e-05,Up
ENSG00000260027,HOXB7,3217,1.102458949,2.77e-06,2.07e-05,Up
ENSG00000171502,COL24A1,255631,1.241035279,2.77e-06,2.07e-05,Up
ENSG00000114204,SERPINI2,5276,1.565622344,2.87e-06,2.14e-05,Up
ENSG00000237372,UNQ6494,100129066,1.442976861,2.88e-06,2.14e-05,Up
ENSG00000131196,NFATC1,4772,1.172181746,2.87e-06,2.14e-05,Up
ENSG00000150337,FCGR1A,2209,2.512596003,2.92e-06,2.17e-05,Up
ENSG00000007237,GAS7,8522,1.016594077,3.11e-06,2.31e-05,Up
ENSG00000143318,CASQ1,844,2.069933548,3.27e-06,2.4e-05,Up
ENSG00000088836,SLC4A11,83959,-1.612368047,3.37e-06,2.48e-05,Down
ENSG00000198901,PRC1,9055,1.308890423,3.39e-06,2.49e-05,Up
ENSG00000203760,CENPW,387103,1.540664758,3.44e-06,2.52e-05,Up
ENSG00000232788,ITGA6-AS1,101929947,2.045508909,3.46e-06,2.53e-05,Up
ENSG00000185736,ADARB2,105,2.805152737,3.45e-06,2.53e-05,Up
ENSG00000130477,UNC13A,23025,1.219229965,3.46e-06,2.53e-05,Up
ENSG00000162975,KCNF1,3754,1.735901266,3.64e-06,2.65e-05,Up
ENSG00000159403,C1R,715,1.124092513,3.67e-06,2.67e-05,Up
ENSG00000231107,LINC01508,101927873,-1.039702704,3.73e-06,2.71e-05,Down
ENSG00000133169,BEX1,55859,-1.124891256,3.74e-06,2.72e-05,Down
ENSG00000171004,HS6ST2,90161,1.908082721,3.84e-06,2.78e-05,Up
ENSG00000165244,ZNF367,195828,1.286954452,3.86e-06,2.79e-05,Up
ENSG00000116748,AMPD1,270,2.552368755,3.94e-06,2.84e-05,Up
ENSG00000143320,CRABP2,1382,-1.091809683,3.96e-06,2.86e-05,Down
ENSG00000111732,AICDA,57379,7.515741352,4.08e-06,2.93e-05,Up
ENSG00000077152,UBE2T,29089,1.395072647,4.13e-06,2.96e-05,Up
ENSG00000173083,HPSE,10855,1.035249648,4.22e-06,3.02e-05,Up
ENSG00000237248,LINC00987,100499405,1.163714613,4.25e-06,3.04e-05,Up
ENSG00000149575,SCN2B,6327,-1.265561613,4.34e-06,3.1e-05,Down
ENSG00000180061,TMEM150B,284417,2.496590911,4.71e-06,3.34e-05,Up
ENSG00000106268,NUDT1,4521,1.031385763,4.79e-06,3.39e-05,Up
ENSG00000263080,LOC105371083,105371083,2.153510444,4.89e-06,3.45e-05,Up
ENSG00000278811,LINC00624,100289211,1.111003803,4.94e-06,3.48e-05,Up
ENSG00000188488,SERPINA5,5104,1.442175349,5.07e-06,3.57e-05,Up
ENSG00000178773,CPNE7,27132,1.603528578,5.15e-06,3.62e-05,Up
ENSG00000221887,HMSD,284293,1.20605499,5.26e-06,3.69e-05,Up
ENSG00000175175,PPM1E,22843,1.565877118,5.33e-06,3.74e-05,Up
ENSG00000125384,PTGER2,5732,1.153149208,5.37e-06,3.76e-05,Up
ENSG00000161031,PGLYRP2,114770,2.192411362,5.46e-06,3.81e-05,Up
ENSG00000092200,RPGRIP1,57096,1.218392619,5.56e-06,3.89e-05,Up
ENSG00000226167,AP4B1-AS1,100287722,1.023437703,5.68e-06,3.96e-05,Up
ENSG00000213658,LAT,27040,1.298943587,5.72e-06,3.98e-05,Up
ENSG00000153012,LGI2,55203,1.187825886,5.74e-06,3.99e-05,Up
ENSG00000267568,LOC105371899,105371899,5.230802736,5.73e-06,3.99e-05,Up
ENSG00000257743,MGAM2,93432,2.641933839,6.26e-06,4.33e-05,Up
ENSG00000185885,IFITM1,8519,1.047185221,6.3e-06,4.35e-05,Up
ENSG00000231105,ECE1-AS1,100506801,1.236251915,6.39e-06,4.41e-05,Up
ENSG00000137204,SLC22A7,10864,1.524785525,6.53e-06,4.5e-05,Up
ENSG00000105251,SHD,56961,3.646350743,6.53e-06,4.5e-05,Up
ENSG00000183775,KCTD16,57528,-1.126948493,6.81e-06,4.68e-05,Down
ENSG00000250116,LOC100506142,100506142,1.238927197,6.96e-06,4.77e-05,Up
ENSG00000120210,INSL6,11172,1.667883021,7.01e-06,4.8e-05,Up
ENSG00000090924,PLEKHG2,64857,1.090857233,7.18e-06,4.9e-05,Up
ENSG00000057294,PKP2,5318,2.394966777,7.25e-06,4.94e-05,Up
ENSG00000166825,ANPEP,290,1.247687252,7.37e-06,5.02e-05,Up
ENSG00000187889,FYB2,199920,1.147398637,7.39e-06,5.03e-05,Up
ENSG00000147889,CDKN2A,1029,1.792161733,7.44e-06,5.06e-05,Up
ENSG00000273604,EPOP,100170841,1.519719951,7.95e-06,5.37e-05,Up
ENSG00000158427,TMSB15B,286527,1.885096412,8.13e-06,5.48e-05,Up
ENSG00000017427,IGF1,3479,1.039000365,8.19e-06,5.52e-05,Up
ENSG00000101096,NFATC2,4773,1.01611305,8.35e-06,5.62e-05,Up
ENSG00000156113,KCNMA1,3778,1.416247273,8.59e-06,5.76e-05,Up
ENSG00000215244,LINC02649,399715,1.299927518,8.59e-06,5.76e-05,Up
ENSG00000189057,FAM111B,374393,2.944953987,8.66e-06,5.8e-05,Up
ENSG00000107593,PKD2L1,9033,3.008611137,8.72e-06,5.83e-05,Up
ENSG00000100376,FAM118A,55007,1.518502169,8.73e-06,5.83e-05,Up
ENSG00000152766,ANKRD22,118932,3.42088318,8.72e-06,5.83e-05,Up
ENSG00000150347,ARID5B,84159,1.270321496,9.01e-06,6e-05,Up
ENSG00000100678,SLC8A3,6547,2.191967285,9.09e-06,6.05e-05,Up
ENSG00000104833,TUBB4A,10382,1.577171149,9.2e-06,6.12e-05,Up
ENSG00000147536,GINS4,84296,1.074368865,9.26e-06,6.15e-05,Up
ENSG00000111729,CLEC4A,50856,1.828203194,9.38e-06,6.22e-05,Up
ENSG00000183850,ZNF730,100129543,1.252338866,9.38e-06,6.23e-05,Up
ENSG00000155659,VSIG4,11326,1.644816919,9.46e-06,6.27e-05,Up
ENSG00000169884,WNT10B,7480,1.46619958,9.46e-06,6.27e-05,Up
ENSG00000171786,NHLH1,4807,1.684688765,9.77e-06,6.44e-05,Up
ENSG00000184361,SPATA32,124783,1.068037309,9.93e-06,6.54e-05,Up
ENSG00000204531,POU5F1,5460,1.200115296,9.96e-06,6.55e-05,Up
ENSG00000178803,ADORA2A-AS1,646023,1.199992803,1e-05,6.59e-05,Up
ENSG00000138135,CH25H,9023,1.932263338,1.03e-05,6.78e-05,Up
ENSG00000203721,LINC00862,554279,1.589829983,1.05e-05,6.87e-05,Up
ENSG00000060140,STYK1,55359,2.147451265,1.08e-05,7.05e-05,Up
ENSG00000228203,RNF144A-AS1,386597,1.95317576,1.11e-05,7.22e-05,Up
ENSG00000170909,OSCAR,126014,1.295209569,1.13e-05,7.37e-05,Up
ENSG00000182853,VMO1,284013,1.197357057,1.13e-05,7.38e-05,Up
ENSG00000244482,LILRA6,79168,1.952322274,1.14e-05,7.43e-05,Up
ENSG00000233922,LINC01694,105372840,3.569275377,1.15e-05,7.47e-05,Up
ENSG00000101695,RNF125,54941,1.142400325,1.17e-05,7.6e-05,Up
ENSG00000115353,TACR1,6869,1.278699246,1.18e-05,7.64e-05,Up
ENSG00000103472,RRN3P2,653390,1.824300385,1.18e-05,7.68e-05,Up
ENSG00000280055,TMEM75,641384,1.999701878,1.19e-05,7.69e-05,Up
ENSG00000254585,MAGEL2,54551,-1.040555837,1.19e-05,7.73e-05,Down
ENSG00000165899,OTOGL,283310,1.364563464,1.2e-05,7.78e-05,Up
ENSG00000170961,HAS2,3037,1.68828702,1.21e-05,7.8e-05,Up
ENSG00000129521,EGLN3,112399,1.061529501,1.21e-05,7.84e-05,Up
ENSG00000201457,SNORA55,677834,1.310986306,1.28e-05,8.25e-05,Up
ENSG00000164082,GRM2,2912,1.092150401,1.29e-05,8.29e-05,Up
ENSG00000173077,2021-12-01 00:00:00,50514,2.05631366,1.31e-05,8.42e-05,Up
ENSG00000233175,LOC107985040,107985040,1.042564883,1.34e-05,8.57e-05,Up
ENSG00000121621,KIF18A,81930,1.268428286,1.36e-05,8.71e-05,Up
ENSG00000286071,LOC105373170,105373170,1.346075016,1.36e-05,8.73e-05,Up
ENSG00000147465,STAR,6770,1.522769523,1.44e-05,9.14e-05,Up
ENSG00000152969,JAKMIP1,152789,1.436114466,1.45e-05,9.18e-05,Up
ENSG00000208018,MIR645,693230,1.281451891,1.45e-05,9.23e-05,Up
ENSG00000186684,CYP27C1,339761,1.44445318,1.46e-05,9.24e-05,Up
ENSG00000165702,GFI1B,8328,1.582848976,1.48e-05,9.36e-05,Up
ENSG00000234362,LINC01914,101929723,1.585917314,1.49e-05,9.42e-05,Up
ENSG00000148735,PLEKHS1,79949,2.906907077,1.58e-05,9.97e-05,Up
ENSG00000140105,WARS1,7453,1.794190789,1.58e-05,9.99e-05,Up
ENSG00000265531,FCGR1CP,100132417,2.131871858,1.64e-05,0.000103128,Up
ENSG00000115474,KCNJ13,3769,-1.30740499,1.65e-05,0.000103483,Down
ENSG00000174776,WDR49,151790,1.434383507,1.65e-05,0.000103797,Up
ENSG00000235597,LINC01102,150568,2.908624012,1.66e-05,0.000104396,Up
ENSG00000065609,SNAP91,9892,1.19657908,1.72e-05,0.000107373,Up
ENSG00000157890,MEGF11,84465,1.106651,1.86e-05,0.000115438,Up
ENSG00000131355,ADGRE3,84658,3.272145029,1.87e-05,0.000115647,Up
ENSG00000235172,LINC01366,257358,1.784739629,1.89e-05,0.00011686,Up
ENSG00000233041,PHGR1,644844,1.59260601,1.89e-05,0.000117157,Up
ENSG00000160505,NLRP4,147945,8.56433409,1.96e-05,0.000120703,Up
ENSG00000078399,HOXA9,3205,2.102509846,1.98e-05,0.000121904,Up
ENSG00000176601,MAP3K19,80122,2.564163128,2e-05,0.000123038,Up
ENSG00000159450,TCHH,7062,1.679117434,2.03e-05,0.000124691,Up
ENSG00000035499,DEPDC1B,55789,1.749912012,2.07e-05,0.000127378,Up
ENSG00000233673,ANAPC1P1,100286979,2.231391648,2.08e-05,0.000127833,Up
ENSG00000100336,APOL4,80832,1.507608275,2.09e-05,0.000128248,Up
ENSG00000130208,APOC1,341,1.934795382,2.1e-05,0.000128672,Up
ENSG00000206013,IFITM5,387733,1.360502282,2.14e-05,0.000130807,Up
ENSG00000230666,CEACAM22P,388550,2.088912799,2.17e-05,0.000132614,Up
ENSG00000129195,PIMREG,54478,1.483197339,2.17e-05,0.000132793,Up
ENSG00000173988,LRRC63,220416,1.771350176,2.19e-05,0.000133931,Up
ENSG00000183625,CCR3,1232,1.838460717,2.24e-05,0.00013646,Up
ENSG00000136574,GATA4,2626,2.243437769,2.27e-05,0.000138226,Up
ENSG00000130487,KLHDC7B,113730,3.302605549,2.28e-05,0.000138805,Up
ENSG00000167244,IGF2,3481,-1.290245367,2.35e-05,0.000142385,Down
ENSG00000254415,SIGLEC14,100049587,4.149200604,2.35e-05,0.000142473,Up
ENSG00000235947,EGOT,100126791,1.332901205,2.38e-05,0.00014404,Up
ENSG00000104321,TRPA1,8989,1.399631704,2.49e-05,0.000150269,Up
ENSG00000189013,KIR2DL4,3805,1.442324253,2.51e-05,0.000151188,Up
ENSG00000158402,CDC25C,995,2.760544362,2.55e-05,0.000153286,Up
ENSG00000156299,TIAM1,7074,1.605289688,2.58e-05,0.000154786,Up
ENSG00000236039,LOC101927630,101927630,4.218769711,2.6e-05,0.000156145,Up
ENSG00000244242,IFITM10,402778,1.705879015,2.6e-05,0.000156145,Up
ENSG00000163121,NEURL3,93082,2.544006251,2.62e-05,0.000157064,Up
ENSG00000148803,FUOM,282969,1.003532869,2.64e-05,0.000157946,Up
ENSG00000164638,SLC29A4,222962,-1.589692402,2.66e-05,0.000159155,Down
ENSG00000267551,LOC100996351,100996351,1.627295109,2.68e-05,0.000160175,Up
ENSG00000135094,SDS,10993,1.874955132,2.75e-05,0.000164206,Up
ENSG00000241490,LOC107986115,107986115,2.885436936,2.78e-05,0.00016548,Up
ENSG00000148734,NPFFR1,64106,1.663796625,2.79e-05,0.000166371,Up
ENSG00000286069,LOC107984525,107984525,6.427328869,2.81e-05,0.000167065,Up
ENSG00000250673,REELD1,345051,2.412109867,2.86e-05,0.000170184,Up
ENSG00000169495,HTRA4,203100,2.15474735,2.87e-05,0.000170377,Up
ENSG00000086967,MYBPC2,4606,2.976313339,2.88e-05,0.000171,Up
ENSG00000100122,CRYBB1,1414,1.136215385,3e-05,0.000177266,Up
ENSG00000118194,TNNT2,7139,1.682174496,3.02e-05,0.000178408,Up
ENSG00000132530,XAF1,54739,1.364835363,3.06e-05,0.000180284,Up
ENSG00000124103,FAM209A,200232,1.383032282,3.06e-05,0.000180508,Up
ENSG00000100450,GZMH,2999,1.892339248,3.12e-05,0.000184023,Up
ENSG00000117971,CHRNB4,1143,1.325859372,3.14e-05,0.000185139,Up
